single1	single2
OS09G34860	SB02G030150
OS03G07580	SB01G045670
OS03G56830	SB01G006290
OS01G66379	SB03G042170
OS09G36800	SB02G031240
OS01G40620	SB03G026410
OS09G04210	SB06G001320
OS02G54290	SB04G035180
OSMG00850	SBMG00030
OS02G02520	SB04G001270
OS11G32500	SB05G019800
OS02G21880	SB06G029700
OS02G04860	SB04G003260
OS08G29370	SB07G019320
OS03G22690	SB01G035430
OS01G34870	SB03G023480
OS03G52750	SB01G008760
OS02G33080	SB04G021790
OS04G01480	SB06G000450
OS02G36960	SB04G024030
OS02G19180	SB07G028870
OS10G10180	SB01G042150
OS10G35810	SB01G017890
OS09G21460	SB02G023810
OS02G27960	SB06G032840
OS02G45660	SB04G031830
OS01G37480	SB03G024880
OS10G27450	SB01G022060
OS04G51310	SB06G027530
OS10G34670	SB01G018810
OS03G52770	SB01G008740
OS04G59010	SB06G033750
OS02G03560	SB04G002320
OS09G38040	SB02G032260
OS07G41730	SB02G038970
OS06G24730	SB04G002990
OS02G08350	SB04G005420
OS12G38730	SB08G019100
OS08G02060	SB07G001240
OS02G01440	SB04G000530
OS10G25360	SB07G024080
OS01G16340	SB03G010690
OS02G42670	SB04G027240
OS01G49330	SB03G031530
OS04G55690	SB06G030890
OS01G21180	SB03G012920
OS04G31270	SB06G012040
OS02G24134	SB07G019770
OS01G22500	SB03G013270
OS08G03550	SB07G002420
OS01G33420	SB08G005320
OS05G33860	SB01G028890
OS02G44690	SB04G032370
OS03G03560	SB01G048700
OS08G15500	SB07G007860
OS06G01470	SB10G000450
OS01G23630	SB03G013580
OS01G73560	SB03G047040
OS03G46750	SB02G011300
OS04G52760	SB06G028740
OS12G13150	SB03G029110
OS04G46100	SB06G024240
OS03G44660	SB01G013310
OS12G44160	SB08G023080
OS04G03990	SB06G001220
OS07G28790	SB02G032940
OS02G58590	SB08G003660
OS02G02710	SB04G001490
OS09G26570	SB02G025575
OS04G55930	SB06G031070
OS01G56350	SB03G035780
OS03G17340	SB01G038980
OS03G02730	SB01G049300
OS06G43280	SB10G025080
OS02G04500	SB04G003030
OS03G10120	SB01G043970
OS01G36870	SB03G025230
OS05G48500	SB09G028150
OS06G41440	SB06G032340
OS05G43560	SB09G025210
OS03G18500	SB01G038240
OS02G03000	SB04G001860
OS03G61050	SB01G002810
OS05G05450	SB09G003530
OS03G14890	SB01G040840
OS01G31680	SB01G042360
OS07G22400	SB06G013790
OS01G03040	SB03G007870
OS02G26650	SB04G017400
OS05G01110	SB01G021250
OS02G07740	SB04G004900
OS01G69110	SB03G043995
OS06G07760	SB10G005040
OS07G12710	SB02G006850
OS02G57220	SB04G037240
OS05G10630	SB09G006020
OS12G18200	SB07G002730
OS05G30880	SB04G026820
OS12G18900	SB04G012430
OS05G11980	SB09G028970
OS09G39200	SB02G011350
OS06G04380	SB10G002310
OS06G45830	SB10G026850
OS11G34310	SB04G006030
OS01G42120	SB03G027290
OS03G57090	SB01G006130
OS08G44320	SB07G024360
OS01G61670	SB03G038920
OS01G65320	SB03G041330
OS09G30340	SB02G027900
OS01G33020	SB01G012690
OS08G05560	SB07G003290
OS07G05960	SB02G003260
OS12G44140	SB03G008700
OS06G03790	SB10G001740
OS02G58310	SB04G038290
OS05G49650	SB09G029060
OS06G10340	SB04G034790
OS03G21020	SB01G036600
OS10G32680	SB01G019970
OS07G19530	SB02G009490
OS08G36420	SB07G022720
OS02G08130	SB06G030210
OS03G01970	SB01G049910
OS02G42300	SB04G026890
OS04G31010	SB02G030190
OS03G06200	SB01G008353
OS05G34040	SB09G020310
OS05G24020	SB09G012090
OS02G54490	SB04G035270
OS01G55490	SB03G035180
OS06G19470	SB10G010870
OS03G60509	SB01G003330
OS04G02000	SB06G000870
OS02G03010	SB04G001870
OS09G33930	SB02G029780
OS01G36940	SB03G025170
OS09G23070	SB02G024040
OS05G08950	SB09G005630
OS03G17490	SB01G038880
OS12G31490	SB08G015480
OS08G38720	SB07G028610
OS01G34700	SB03G023240
OS11G32480	SB05G019780
OS01G53890	SB03G034180
OS01G63780	SB03G040330
OS03G17940	SB01G038580
OS03G50300	SB01G010430
OS02G48130	SB04G030140
OS03G58780	SB01G004750
OS02G19804	SB04G009270
OS12G07050	SB08G004310
OS07G46630	SB02G041950
OS10G41370	SB01G028970
OS07G22950	SB02G009890
OS09G27420	SB02G026140
OS06G04300	SB10G002260
OS03G01008	SB02G030600
OS11G34190	SB05G020850
OS01G04630	SB03G006670
OS03G12450	SB01G042300
OS03G61640	SB03G003400
OS08G33650	SB07G021230
OS09G27070	SB02G025950
OS10G42660	SB01G027980
OS04G40840	SB06G020610
OS11G35360	SB05G021810
OS01G55890	SB03G035480
OS11G16550	SB08G003300
OS03G63690	SB01G000790
OS11G34870	SB05G021410
OS10G08940	SB03G009620
OS03G36730	SB01G016570
OS01G44210	SB03G028840
OS03G48030	SB01G011780
OS02G02960	SB04G001820
OS10G42630	SB01G028020
OSCG00580	SBCG00590
OS01G68324	SB03G043460
OS03G38970	SB01G015540
OS11G28980	SB03G003490
OS05G44320	SB09G025880
OS07G14830	SB02G007630
OS01G56860	SB03G036200
OS09G19900	SB02G022980
OS03G04450	SB01G047810
OS03G53360	SB01G008360
OS10G28040	SB01G021950
OS09G31270	SB02G028280
OS02G19170	SB10G001850
OS01G15480	SB03G009950
OS03G17500	SB01G038870
OS03G02110	SB01G049790
OS10G36550	SB01G017460
OS03G05260	SB01G047180
OS11G41910	SB05G025430
OS03G19680	SB01G037310
OS06G16280	SB10G009980
OS02G37910	SB04G024540
OS03G02720	SB01G049305
OS04G40290	SB06G020120
OS09G29790	SB02G027390
OS08G44180	SB07G024520
OS08G36774	SB01G007380
OS05G43780	SB10G021940
OS10G35570	SB01G018120
OS03G15480	SB01G040420
OS04G17064	SB10G007030
OS04G41300	SB06G020970
OS01G73140	SB03G046730
OS09G17680	SB02G022560
OS08G08190	SB07G004990
OS02G21510	SB07G002670
OS12G38100	SB08G018660
OS07G36820	SB02G036080
OS01G01080	SB03G009170
OS02G42660	SB06G023400
OS01G50320	SB03G032080
OS03G11770	SB01G042730
OS12G10700	SB04G002740
OS06G11140	SB10G007230
OS02G21520	SB04G008910
OS04G57920	SB06G032820
OS07G43870	SB02G040280
OS09G12730	SB02G020460
OS02G45460	SB04G031940
OS03G63290	SB01G001170
OS05G09370	SB09G018040
OS04G08310	SB02G030240
OS12G41670	SB08G021070
OS03G23980	SB01G035100
OS03G03990	SB01G048210
OS04G55810	SB06G031010
OS01G41640	SB03G027010
OS05G05320	SB09G003510
OS02G56520	SB04G036720
OS04G59570	SB06G034110
OS09G27830	SB02G026300
OS07G29360	SB06G025910
OS05G22370	SB01G030350
OS07G41800	SB02G039010
OS02G56565	SB04G036670
OS12G40540	SB08G020230
OS04G35490	SB06G017050
OS08G36140	SB07G022580
OS04G57020	SB06G032010
OS04G40030	SB06G019990
OS08G39430	SB07G027960
OS04G01510	SB06G000480
OS06G39690	SB10G023280
OS03G26440	SB01G033960
OS02G13140	SB04G007960
OS12G37640	SB08G018340
OS01G71420	SB03G045470
OS08G41910	SB07G026230
OS01G54020	SB03G034270
OS03G08830	SB01G044740
OS01G26020	SB08G021360
OS08G23680	SB01G015320
OS07G43390	SB02G040000
OS03G10790	SB01G043550
OS08G06530	SB07G004240
OS05G50980	SB09G030160
OS09G21760	SB02G023930
OS05G27880	SB10G000240
OS12G42150	SB08G021660
OS01G39010	SB03G025760
OS08G33460	SB07G021080
OS08G34740	SB07G021990
OS10G39870	SB01G030110
OS06G04150	SB10G002100
OS06G23160	SB01G014770
OS03G63090	SB01G001300
OS03G50380	SB01G010360
OS05G28200	SB09G016840
OS01G52864	SB03G033510
OS04G38610	SB06G018890
OS02G01020	SB07G009500
OS01G67550	SB01G037320
OS10G34470	SB01G018860
OS09G36976	SB02G031420
OS03G49230	SB01G011070
OS02G07670	SB04G004840
OS03G37100	SB01G016430
OS07G27760	SB04G028545
OS07G34740	SB02G035270
OS09G33970	SB02G029820
OS01G70240	SB03G044600
OS03G13850	SB01G041380
OS03G62240	SB01G001940
OS07G45300	SB02G041340
OS10G35710	SB01G018020
OS03G59710	SB01G003790
OS01G37510	SB02G041130
OS01G66360	SB03G042160
OS12G29670	SB02G029700
OS09G24540	SB02G024520
OS01G70820	SB03G045040
OS05G02640	SB09G001790
OS02G43830	SB04G033080
OS06G03910	SB10G001860
OS08G33076	SB07G020830
OS03G21520	SB01G036280
OS03G15720	SB01G040230
OS07G08820	SB02G004830
OS08G27824	SB07G014990
OS07G38000	SB02G036670
OS08G09180	SB07G005380
OS06G41050	SB10G024100
OS10G41770	SB01G046380
OS03G49520	SB01G010910
OS03G16730	SB01G039640
OS03G55730	SB01G007040
OS03G52980	SB01G008600
OS03G10600	SB01G043640
OS02G35060	SB04G022710
OS03G55720	SB01G007050
OS08G32630	SB07G020620
OS10G23120	SB00G00820
OS01G72049	SB03G045740
OS03G17120	SB01G039230
OS06G06014	SB10G003760
OS06G27970	SB04G002860
OS01G56000	SB03G035550
OS06G06810	SB10G004450
OS12G07300	SB09G029740
OSCG00650	SBCG00650
OS08G21840	SB03G012270
OS06G36170	SB10G021970
OS06G05720	SB10G003530
OS05G40040	SB09G023470
OS04G44620	SB06G023290
OS01G01510	SB07G028350
OS02G27740	SB04G018970
OS07G44650	SB03G018290
OS02G26850	SB02G031040
OS03G64350	SB01G000270
OS07G46790	SB02G042100
OS07G19494	SB02G009450
OS02G17520	SB04G010410
OS03G63680	SB01G000810
OS06G46880	SB10G027510
OS09G02170	SB02G013040
OS10G32960	SB01G019750
OS03G08730	SB01G044830
OS04G44420	SB06G023110
OS04G50970	SB06G027320
OS01G48300	SB10G010663
OS02G43480	SB04G033290
OS04G39140	SB06G019310
OS04G40940	SB06G020680
OS07G46600	SB02G041930
OS03G08740	SB01G044820
OS01G55740	SB03G035340
OSCG00070	SBCG00110
OS08G07290	SB07G004530
OS11G12800	SB05G007400
OS04G57150	SB06G032070
OS04G58690	SB06G031520
OS07G31260	SB02G033990
OS03G09090	SB01G044490
OS10G42860	SB01G027760
OS07G39070	SB02G037480
OS03G03650	SB01G048590
OS12G43890	SB08G022910
OS07G28614	SB04G031700
OS07G37640	SB06G017250
OS02G44100	SB04G032880
OS08G33540	SB07G021160
OS01G64820	SB03G041040
OS02G03090	SB04G001940
OS02G07350	SB04G004700
OS03G45770	SB01G012790
OS10G39800	SB01G030165
OS04G53530	SB06G029260
OS01G69960	SB03G044300
OS12G30510	SB08G014990
OS01G31629	SB06G032950
OS03G10850	SB01G043500
OS01G07490	SB03G004580
OS01G57440	SB03G036570
OS10G37640	SB01G031320
OS06G49140	SB04G036220
OS02G02880	SB04G001730
OS07G38490	SB02G037060
OS03G13450	SB01G041620
OS01G53600	SB03G034000
OS04G04320	SB06G001290
OS12G43120	SB03G010430
OS02G10160	SB04G006510
OS07G38300	SB07G001230
OS03G55970	SB01G006880
OS04G52710	SB06G028690
OS04G33940	SB06G016180
OS02G40830	SB04G026360
OS08G34800	SB07G022050
OS11G30430	SB05G017720
OS03G22450	SB01G035590
OS08G42020	SB07G026135
OS03G01014	SB06G022600
OS03G43020	SB01G014170
OS03G38950	SB01G015580
OS05G04940	SB09G003210
OS11G34364	SB01G028300
OS06G11370	SB10G007370
OS03G55200	SB01G007460
OS04G02150	SB03G044640
OS03G19580	SB01G037350
OS05G23130	SB10G028980
OS06G30320	SB01G032360
OS02G55340	SB04G036000
OS02G06390	SB04G004080
OS02G29464	SB04G020090
OS04G10400	SB06G002880
OS04G42910	SB06G022040
OS02G17650	SB04G010660
OS04G53670	SB06G029400
OS03G52680	SB01G008810
OS07G37310	SB02G036300
OS11G17610	SB05G010020
OS06G47970	SB10G028450
OS02G52820	SB04G034220
OS02G03070	SB04G001930
OS02G33180	SB04G021850
OS06G50000	SB10G030030
OS07G40310	SB02G038190
OS08G01620	SB07G000760
OS10G37210	SB01G017140
OS08G10410	SB07G005840
OS02G49190	SB09G003070
OS04G55150	SB06G030480
OS08G39420	SB01G000470
OS01G57930	SB03G036850
OS07G29610	SB02G033160
OS03G17590	SB01G038800
OS06G08490	SB10G005640
OS05G48070	SB09G027860
OS04G44560	SB06G023220
OS12G34350	SB08G016720
OS03G61710	SB01G002480
OS10G17770	SB00G00520
OS10G40070	SB09G006450
OS12G31790	SB08G015570
OS09G32030	SB02G028720
OS07G44744	SB02G040880
OS05G31680	SB09G018870
OS03G11450	SB01G043000
OS03G53640	SB01G008190
OS01G48690	SB03G031120
OS05G45270	SB07G028700
OS04G33830	SB06G016090
OS12G06910	SB08G004180
OS03G02310	SB01G049700
OS03G63490	SB01G000970
OS08G07280	SB07G004520
OS10G35060	SB01G018420
OS03G61790	SB02G027580
OS03G48160	SB01G040900
OS12G31480	SB03G024000
OS08G34270	SB07G021670
OS07G46555	SB02G041860
OS02G16670	SB04G009950
OS08G32850	SB07G020640
OS01G12090	SB03G001540
OS03G21560	SB01G036240
OS06G02480	SB10G001250
OS09G21470	SB02G023820
OS06G04190	SB10G002080
OS02G04740	SB04G003220
OS03G49200	SB01G011110
OS10G32710	SB01G019930
OS05G34880	SB03G002770
OS12G38380	SB09G030940
OS03G62780	SB01G001480
OS08G37130	SB07G023170
OS03G27950	SB01G033240
OS03G13550	SB01G041530
OS05G31254	SB09G018780
OS09G06560	SB10G019730
OS01G66000	SB03G041820
OS05G05280	SB03G024030
OS10G35190	SB01G018350
OS01G67590	SB03G042960
OS08G17650	SB01G030010
OS08G43230	SB07G025200
OS07G43330	SB02G039910
OS04G49860	SB06G026800
OS09G20900	SB02G023550
OS07G48810	SB02G043490
OS08G44000	SB07G024590
OS03G53000	SB01G008590
OS05G41800	SB09G024440
OS01G59090	SB03G037420
OS02G34750	SB04G022540
OS05G33760	SB09G020090
OS04G44540	SB06G023200
OS05G04220	SB09G002690
OS03G17210	SB01G039070
OS01G56630	SB03G036050
OS07G39800	SB02G037860
OS01G18060	SB03G011520
OS06G46820	SB10G027500
OS07G06660	SB08G022930
OS04G47260	SB06G025180
OSMG00470	SBMG00320
OS02G02770	SB04G001570
OS01G67040	SB03G042510
OS03G15900	SB01G040090
OS09G33900	SB02G029750
OS07G30800	SB02G033640
OS07G18720	SB02G009290
OS03G37810	SB01G016050
OS03G08000	SB01G045370
OS01G66690	SB03G042340
OS05G48580	SB09G028200
OS07G01060	SB02G000250
OS02G51490	SB04G027790
OS07G43420	SB02G040050
OS02G49680	SB04G029100
OS01G43250	SB03G028180
OS01G73500	SB03G047000
OS02G31150	SB04G021110
OS02G39050	SB04G025200
OS11G23790	SB01G003450
OS04G42540	SB06G021830
OS11G29690	SB05G016810
OS03G48050	SB01G011760
OS01G34390	SB01G045820
OS04G57780	SB06G032640
OS03G53910	SB01G007980
OS01G73540	SB03G047020
OS09G34040	SB04G037270
OS02G48116	SB04G030150
OS06G12990	SB04G002310
OS07G23244	SB03G002160
OS04G57480	SB06G032350
OS01G16310	SB03G010640
OS06G04040	SB10G002050
OS07G37830	SB02G036560
OS04G45200	SB06G023720
OS02G33560	SB04G022020
OS03G56869	SB01G006240
OS02G22060	SB10G000990
OS01G58470	SB03G037100
OS05G27100	SB04G034880
OS12G15520	SB08G011320
OS06G29400	SB10G014430
OS01G64680	SB03G040920
OS02G31100	SB04G021050
OS08G39600	SB07G027830
OS04G42990	SB06G022140
OS04G54640	SB06G030240
OS08G12850	SB07G006400
OS05G42120	SB09G024680
OS01G01280	SB03G009060
OS06G39140	SB10G022990
OS05G50410	SB09G029640
OS01G39100	SB03G025780
OS01G12480	SB03G001270
OS01G35040	SB03G023980
OS06G19840	SB09G026810
OS12G14080	SB02G040360
OS02G56910	SB04G036930
OS05G05840	SB09G003930
OS01G21860	SB03G013110
OS09G34120	SB02G026110
OS10G33820	SB01G019240
OS01G54940	SB03G034820
OS01G01130	SB03G009135
OS03G47610	SB01G012050
OS03G53740	SB01G008120
OS03G06880	SB01G046230
OS05G32140	SB09G019100
OS05G06260	SB09G004180
OS05G01300	SB09G000380
OS03G62630	SB01G001650
OS01G49930	SB03G031915
OS03G09860	SB01G044190
OS01G07800	SB03G004350
OS12G10200	SB08G006400
OS02G37940	SB04G024600
OS11G19250	SB09G030040
OS06G39906	SB10G023400
OS02G42540	SB04G027120
OS09G38750	SB02G032750
OS12G31430	SB01G048400
OS04G45210	SB06G023730
OS03G14000	SB01G041320
OS02G37060	SB04G024130
OS12G18760	SB06G015870
OS03G23020	SB01G035240
OS08G19320	SB10G008250
OS09G30140	SB02G027620
OS09G35990	SB02G030590
OS02G02360	SB04G001100
OS08G40160	SB07G027500
OS05G05140	SB09G003265
OS01G32790	SB04G001080
OS02G13200	SB01G028050
OS06G46930	SB10G027590
OS07G38620	SB02G037160
OS03G02640	SB01G049410
OS10G20600	SB00G01305
OS05G41190	SB09G024020
OS12G40880	SB08G020570
OS01G14920	SB03G009630
OS04G51000	SB06G027340
OS01G54900	SB03G034785
OS05G39530	SB09G023150
OS04G25400	SB07G023570
OS04G58390	SB06G033160
OS02G39350	SB04G025410
OS05G28860	SB09G017250
OS05G06760	SB09G004620
OS10G24070	SB00G00780
OS05G02810	SB01G001630
OS04G55500	SB06G030640
OS01G64250	SB03G040660
OS05G30030	SB09G018090
OS10G41380	SB01G028860
OS01G05830	SB03G005990
OS05G02650	SB09G001810
OS05G42100	SB09G024650
OS01G58790	SB03G037310
OS01G68450	SB03G043540
OS02G07240	SB04G004650
OS05G33230	SB03G003980
OS01G74000	SB03G047310
OS01G66960	SB03G042470
OS08G03590	SB07G002480
OS05G05720	SB09G003840
OS06G36030	SB10G021880
OS01G54784	SB03G034730
OS08G24390	SB07G013560
OS02G01970	SB04G000790
OS02G55080	SB04G035720
OS02G21080	SB00G00990
OS05G40300	SB09G023650
OS01G53060	SB03G033650
OS03G50220	SB01G010480
OS03G30790	SB01G032340
OS06G40740	SB10G023910
OS01G51040	SB03G032470
OS06G04820	SB10G002720
OS03G50940	SB01G010010
OS08G17390	SB00G00210
OS01G01170	SB03G009105
OS01G08280	SB03G003970
OS12G07020	SB08G004240
OS05G02410	SB09G001580
OS10G11060	SB01G027260
OS12G37380	SB08G018120
OS01G59080	SB03G037410
OS06G47900	SB10G028350
OS01G24480	SB03G013780
OS01G12550	SB03G001210
OS11G07450	SB05G004790
OS09G34320	SB02G030105
OS03G48830	SB01G011340
OS07G31440	SB02G033870
OS07G15500	SB02G007910
OS06G01690	SB10G000600
OS07G14350	SB02G007590
OS03G56370	SB01G006610
OS01G36630	SB03G024590
OS01G55270	SB03G035020
OS04G43420	SB06G022520
OS01G14040	SB03G003890
OS03G05450	SB01G047050
OS10G26660	SB01G022310
OS03G51880	SB01G009410
OS10G37840	SB01G031180
OS10G40650	SB01G029390
OS06G06730	SB10G004380
OS08G40890	SB07G027070
OS03G55930	SB01G006910
OS07G46440	SB02G041720
OS04G31040	SB06G012950
OS02G57070	SB04G037080
OS04G54630	SB06G030230
OS03G15870	SB01G040120
OS01G46932	SB03G030020
OS06G24540	SB01G037260
OS09G26190	SB02G025370
OS04G56405	SB06G031470
OS10G25110	SB03G012680
OS11G48030	SB10G008840
OS06G06770	SB10G004410
OS08G17610	SB10G025640
OS01G16010	SB03G010330
OS04G56790	SB06G031890
OS10G34390	SB01G018920
OS05G03540	SB09G002280
OS08G41040	SB07G027290
OS03G10590	SB01G043650
OS02G04260	SB04G002870
OS09G25590	SB02G025077
OS06G46590	SB10G027310
OS04G34930	SB06G016660
OS06G07490	SB10G004890
OS02G26440	SB04G016750
OS02G02570	SB04G001330
OS05G02690	SB03G043830
OS12G38650	SB01G015010
OS08G44440	SB07G024130
OS02G44330	SB04G032610
OS02G28040	SB04G019260
OS11G38030	SB05G023010
OS07G47570	SB02G042590
OS05G32310	SB09G019200
OS03G17140	SB01G039200
OS03G10750	SB01G043590
OS07G31270	SB02G033970
OS02G44870	SB04G032250
OS05G04620	SB09G002950
OS01G55974	SB03G035540
OS01G43360	SB06G030680
OS01G73470	SB09G004800
OS09G24660	SB02G024580
OS05G32530	SB09G019350
OS07G07480	SB02G003980
OS02G43810	SB04G033100
OS06G49680	SB10G029660
OS03G10410	SB01G043780
OS03G40110	SB01G015150
OS04G40870	SB06G020636
OS07G40460	SB02G038240
OS12G32290	SB08G016280
OS04G36850	SB06G017990
OS03G60920	SB01G002920
OS12G35270	SB08G017070
OS01G37842	SB03G025410
OS03G07810	SB01G045560
OS01G42800	SB03G027800
OS01G31610	SB06G018870
OS10G05220	SB01G026340
OS01G68390	SB03G043510
OS01G67960	SB03G043190
OS03G02020	SB01G049850
OS07G41900	SB04G024550
OS04G57230	SB06G032130
OS04G46700	SB06G024700
OS09G20910	SB02G023560
OS05G49910	SB09G029270
OS09G02130	SB04G002470
OS04G51570	SB06G027750
OS10G41940	SB01G028530
OS11G11060	SB08G000220
OS02G40680	SB06G033240
OS03G35340	SB01G016850
OS01G49010	SB03G031370
OS06G51420	SB10G031190
OS06G37640	SB10G022700
OS02G40870	SB04G026410
OS02G07920	SB04G005080
OS06G48970	SB10G029170
OS07G03160	SB02G001920
OS09G19734	SB02G022920
OS04G31240	SB06G012060
OS02G01110	SB08G022730
OS02G20490	SB04G022880
OS02G09340	SB04G005790
OS02G54360	SB01G027710
OS01G05080	SB03G006310
OS03G45290	SB01G012990
OS04G59560	SB06G034100
OS09G12530	SB02G019400
OS04G33050	SB06G015125
OS06G45250	SB10G026490
OS02G44290	SB04G032700
OS02G30310	SB04G020560
OS06G37070	SB10G022410
OS01G16620	SB03G010820
OS05G48340	SB09G028070
OS01G06460	SB03G005390
OS04G55950	SB06G031100
OS10G13850	SB05G003010
OS05G33010	SB09G019580
OS09G34070	SB02G029880
OS03G16870	SB01G039520
OS02G35900	SB04G023500
OS03G03690	SB01G048510
OS08G16600	SB07G009510
OS04G50208	SB06G027055
OS01G50930	SB03G032400
OS01G47620	SB03G030560
OS01G47190	SB03G030210
OS04G49610	SB06G026620
OS03G56620	SB01G006383
OS03G21270	SB01G036410
OS02G07220	SB04G004620
OS01G11260	SB03G002070
OS06G02520	SB10G001290
OS04G47290	SB06G025210
OS05G48880	SB09G028460
OS12G41190	SB08G020760
OS08G37820	SB07G029060
OS12G16690	SB02G043730
OS06G05390	SB10G003190
OS02G03670	SB04G002440
OS03G36910	SB01G016520
OS04G58600	SB06G033300
OS11G35340	SB05G021800
OS08G04120	SB07G002690
OS05G35470	SB09G021250
OS02G34830	SB04G022570
OS03G11310	SB01G043190
OS06G49080	SB10G029250
OS03G27320	SB01G033540
OS03G10450	SB01G043750
OS09G34300	SB02G030090
OS02G52880	SB04G034280
OS08G39380	SB07G028020
OS05G28370	SB09G016520
OS09G35000	SB02G030290
OS01G48760	SB03G031180
OS02G38240	SB04G024890
OS07G10300	SB02G005960
OS05G35540	SB09G021290
OS04G40050	SB06G020030
OS01G10340	SB03G002650
OS02G47360	SB04G030740
OS03G64110	SB01G000460
OS07G30170	SB02G033430
OS05G39230	SB09G023020
OS05G49130	SB09G028680
OS01G09750	SB03G003010
OS01G42630	SB03G027700
OS04G46610	SB04G035600
OS09G31050	SB02G028150
OS02G07250	SB04G004670
OS10G13800	SB01G040860
OS06G13020	SB10G008500
OS04G42040	SB06G021500
OS07G28840	SB02G032970
OS04G51166	SB06G027440
OS03G38500	SB01G015800
OS03G56390	SB01G006590
OS12G37610	SB08G018320
OS09G36982	SB02G031430
OS08G01130	SB07G000270
OS05G24880	SB06G029150
OS07G01320	SB02G000450
OS09G10820	SB02G018670
OS11G33100	SB05G020360
OS05G43810	SB09G025390
OS09G36820	SB02G031270
OS01G64270	SB03G040690
OS02G09590	SB04G006020
OS06G06530	SB10G004130
OS03G10460	SB01G043740
OS02G57990	SB04G037940
OS02G06410	SB04G004100
OS02G07200	SB04G004590
OS03G09060	SB01G044560
OS09G10850	SB02G018880
OS01G02710	SB03G025620
OS03G51920	SB01G009370
OS05G05560	SB09G003620
OS07G38160	SB02G036800
OS04G59420	SB06G033960
OS11G29630	SB05G016820
OS08G09320	SB07G000560
OS06G46390	SB10G027190
OS06G17830	SB10G010720
OS03G44830	SB01G013170
OS02G09780	SB04G006140
OS06G01360	SB10G000360
OS01G55670	SB03G035290
OS08G38570	SB07G028660
OS11G43610	SB05G025940
OS03G12120	SB01G042570
OS09G30100	SB02G027560
OS01G20030	SB03G012570
OS01G43060	SB03G028000
OS09G20860	SB02G023530
OS01G51860	SB03G032920
OS09G28480	SB02G026650
OS07G05870	SB02G003150
OS03G62170	SB01G001990
OS03G29730	SB01G032740
OS04G31910	SB06G013860
OS02G47830	SB04G030410
OS12G31460	SB08G015440
OS04G45280	SB06G023750
OS03G22140	SB01G035880
OS03G24830	SB01G034660
OS06G39660	SB10G023250
OS05G30920	SB09G018560
OS03G29180	SB01G032930
OS04G28020	SB10G026800
OS10G14180	SB05G005990
OS11G38990	SB05G023760
OS01G04870	SB03G006550
OS06G11170	SB10G007260
OS02G01480	SB04G000550
OS08G33082	SB07G020840
OS01G64720	SB03G040960
OS05G25780	SB09G011890
OS01G01295	SB03G009050
OS01G07720	SB03G004440
OSCG00780	SBCG00780
OS01G56090	SB04G035690
OS07G05650	SB04G028240
OS12G17830	SB02G029370
OS02G57050	SB04G037060
OS10G36860	SB01G017260
OS01G49340	SB03G031540
OS02G49620	SB04G029150
OS03G15930	SB01G040060
OS04G52850	SB01G004350
OS06G49510	SB10G029520
OS01G19470	SB03G012430
OS02G20280	SB03G035650
OS04G35380	SB06G017010
OS09G04880	SB04G002460
OS04G32090	SB06G014000
OS02G56190	SB04G036500
OS07G04200	SB02G011290
OS07G32670	SB02G034425
OS05G03060	SB02G034460
OS02G12600	SB04G007580
OS09G04100	SB02G013190
OS07G28400	SB02G032870
OS01G43220	SB03G028160
OS01G64920	SB07G004300
OS04G44550	SB06G023210
OS11G40090	SB05G024500
OS01G65580	SB09G008032
OS10G11340	SB03G041670
OS04G39260	SB06G019420
OS05G03200	SB09G002220
OS03G16874	SB01G039420
OS03G14290	SB01G041110
OS04G40670	SB06G020530
OS02G29320	SB04G020040
OS03G12460	SB01G042290
OS02G55000	SB04G035680
OS01G73780	SB03G047190
OS07G01200	SB08G020160
OS11G10780	SB05G009053
OS02G07480	SB04G004740
OS10G28410	SB01G021650
OS04G55100	SB06G030440
OS05G49410	SB09G028980
OS04G30740	SB06G009810
OS01G11070	SB03G002210
OS04G36062	SB06G017540
OS05G08920	SB09G005620
OS01G59510	SB03G037610
OS11G16430	SB01G001720
OS04G46050	SB06G024210
OS07G39980	SB02G038020
OS06G49780	SB10G029760
OS05G28950	SB09G017520
OS08G29780	SB07G019480
OS12G27070	SB03G027220
OS03G48380	SB01G011540
OS03G05040	SB01G047320
OS04G53220	SB06G029010
OS03G14040	SB06G018690
OS01G67570	SB03G042950
OSCG00640	SBCG00640
OS03G19390	SB01G037500
OS01G17020	SB03G011180
OS07G30110	SB02G033410
OS03G48390	SB01G011530
OS09G32940	SB02G029290
OS04G28170	SB01G003350
OS01G12540	SB03G001220
OS02G37856	SB04G024495
OS01G01400	SB03G008910
OS08G33320	SB07G020950
OS02G05490	SB04G003500
OS02G38480	SB04G025040
OS09G33950	SB02G029800
OS07G44940	SB02G041060
OS02G57030	SB04G037040
OS01G61430	SB03G038770
OS03G18540	SB01G038200
OS06G38960	SB10G022880
OS01G56890	SB03G036220
OS07G48244	SB02G043020
OS10G30640	SB01G020820
OS05G33020	SB09G019570
OS09G37080	SB02G031530
OS01G70950	SB03G045190
OS04G01540	SB02G003450
OS05G12330	SB09G006900
OS05G44350	SB09G025910
OS05G45040	SB09G026200
OS01G54390	SB03G034470
OS03G08820	SB01G044750
OS02G10050	SB04G006390
OS06G09930	SB10G006560
OS12G13824	SB08G009421
OS07G07550	SB02G004010
OS03G26090	SB01G034020
OS08G25700	SB07G012110
