gf_id	species	genes	zma	sbi	sit	osa	osaindica	bdi	hvu	mac	ath	cpa	ptr	vvi	sly	ppa	olu	cre
HOM03M015907	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015908	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015909	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015910	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015911	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015912	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015913	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015914	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015915	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015916	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015917	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015918	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015919	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015920	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015921	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015922	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015923	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015924	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015925	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015926	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M015927	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015928	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015929	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015930	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015931	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015932	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015933	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015934	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015935	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HOM03M015936	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015937	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015938	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015939	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015940	2	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
HOM03M015943	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015944	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015945	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
HOM03M015946	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015947	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HOM03M015948	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HOM03M015949	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015950	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
HOM03M015951	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
HOM03M015952	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015953	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
HOM03M015954	2	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
HOM03M015955	2	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
HOM03M015956	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
HOM03M015957	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M015958	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M015959	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M015960	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M015961	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M015962	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015963	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HOM03M015964	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M015965	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
HOM03M015966	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M015967	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M015968	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
HOM03M015969	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M015970	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M015971	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M015972	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
HOM03M015973	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M015974	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015975	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M015976	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M015977	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M015978	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
HOM03M015979	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
HOM03M015980	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
HOM03M015981	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
HOM03M015982	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
HOM03M015983	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
HOM03M015984	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
HOM03M015985	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HOM03M015986	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HOM03M015987	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HOM03M015988	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HOM03M015989	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HOM03M015990	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
HOM03M015991	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HOM03M015992	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HOM03M015993	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015994	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015995	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015996	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015997	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015998	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M015999	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016000	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016001	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016002	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016003	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016004	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M016005	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016006	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016007	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016008	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016009	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HOM03M016010	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M016011	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016012	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016013	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016014	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016015	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M016016	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016017	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HOM03M016018	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HOM03M016019	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HOM03M016020	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
HOM03M016021	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HOM03M016022	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HOM03M016023	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016024	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016025	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016026	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016027	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016028	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016029	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016030	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016031	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HOM03M016032	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016033	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016034	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016035	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016036	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016037	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016038	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016039	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016040	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016041	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016042	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016043	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016044	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016045	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016046	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016047	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016048	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016049	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HOM03M016050	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
HOM03M016051	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HOM03M016052	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016053	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HOM03M016054	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HOM03M016055	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HOM03M016056	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HOM03M016057	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HOM03M016058	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HOM03M016059	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HOM03M016060	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
HOM03M016061	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
HOM03M016062	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
HOM03M016063	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
HOM03M016064	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
HOM03M016065	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
HOM03M016066	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
HOM03M016067	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
HOM03M016068	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
HOM03M016069	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016070	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016071	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016072	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016073	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016074	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HOM03M016075	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016076	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016077	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016078	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
HOM03M016079	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016080	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M016081	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M016082	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M016083	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
HOM03M016084	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M016085	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M016086	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M016087	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
HOM03M016088	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M016089	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M016090	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016091	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
HOM03M016092	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
HOM03M016093	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
HOM03M016094	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HOM03M016095	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
HOM03M016096	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HOM03M016097	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HOM03M016098	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016099	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016100	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016101	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016102	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016103	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M016104	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016105	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016106	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016107	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016108	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016109	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016110	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M016111	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016112	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016113	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016114	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016115	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016116	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016117	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016118	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M016119	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016120	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016121	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016122	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016123	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016124	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016125	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016127	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016128	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HOM03M016129	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HOM03M016130	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HOM03M016131	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HOM03M016132	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HOM03M016133	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
HOM03M016134	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HOM03M016135	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HOM03M016136	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HOM03M016137	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HOM03M016138	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
HOM03M016139	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
HOM03M016140	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HOM03M016141	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HOM03M016142	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HOM03M016143	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016144	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016145	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016146	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016147	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016148	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016149	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016150	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016151	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016152	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016153	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016154	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016155	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016156	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016157	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016158	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016159	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016160	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016161	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016162	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016163	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016164	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
HOM03M016165	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HOM03M016166	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
HOM03M016167	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016168	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016169	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HOM03M016170	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HOM03M016171	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M016172	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HOM03M016173	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HOM03M016174	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
HOM03M016175	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
HOM03M016176	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016177	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
HOM03M016178	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
HOM03M016179	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
HOM03M016180	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
HOM03M016181	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HOM03M016182	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016183	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016184	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M016185	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016186	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016187	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016188	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016189	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016190	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
HOM03M016191	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016192	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HOM03M016193	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016194	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016195	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HOM03M016196	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M016197	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M016198	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M016199	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HOM03M016200	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016201	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016202	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016203	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016204	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M016205	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016206	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
HOM03M016207	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
HOM03M016208	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
HOM03M016209	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
HOM03M016210	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HOM03M016211	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HOM03M016212	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HOM03M016213	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HOM03M016214	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016215	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HOM03M016216	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016217	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016218	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016219	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
HOM03M016220	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016221	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016222	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016223	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016224	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HOM03M016225	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
