gf_id	species	genes	zma	sbi	sit	osa	osaindica	bdi	hvu	mac	ath	cpa	ptr	vvi	sly	ppa	olu	cre
HOM03M002072	16	40	10	1	2	2	3	2	2	2	2	4	2	3	2	1	1	1
HOM03M002073	15	40	4	1	2	3	3	2	2	3	4	3	4	3	2	3	0	1
HOM03M002074	16	40	3	2	2	2	2	2	2	4	2	2	3	3	4	3	3	1
HOM03M002075	16	40	7	2	2	3	3	2	2	3	2	1	3	2	2	3	2	1
HOM03M002076	15	40	4	2	4	3	3	3	4	5	2	1	2	3	2	1	0	1
HOM03M002077	16	40	2	3	2	3	4	2	2	3	2	1	4	2	2	5	1	2
HOM03M002078	13	40	5	3	3	3	3	2	3	4	4	1	6	1	2	0	0	0
HOM03M002079	16	40	3	3	3	3	2	2	2	3	2	4	4	2	3	2	1	1
HOM03M002080	15	40	3	2	3	4	3	3	2	4	1	0	2	2	2	4	2	3
HOM03M002081	16	40	3	2	2	2	2	3	3	2	2	3	7	2	3	2	1	1
HOM03M002082	16	40	5	2	2	2	4	2	2	4	2	1	2	2	3	1	3	3
HOM03M002083	15	40	4	3	2	3	3	2	1	3	4	3	6	2	2	1	0	1
HOM03M002084	16	40	2	6	2	3	3	2	4	2	2	1	3	3	2	3	1	1
HOM03M002085	16	40	2	2	4	2	2	3	2	3	3	1	3	2	2	5	2	2
HOM03M002086	16	40	4	2	2	2	2	2	2	3	2	1	3	7	2	4	1	1
HOM03M002087	10	40	3	6	2	0	0	0	0	3	2	2	9	4	8	1	0	0
HOM03M002088	3	38	0	0	1	18	19	0	0	0	0	0	0	0	0	0	0	0
HOM03M002089	1	39	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0
HOM03M002090	16	39	3	4	2	3	3	2	2	3	2	3	2	2	2	3	1	2
HOM03M002091	14	39	3	2	4	2	0	1	2	4	2	1	3	2	9	3	0	1
HOM03M002092	12	39	6	3	4	3	3	2	2	3	3	2	6	0	2	0	0	0
HOM03M002093	11	39	4	4	7	3	6	5	1	0	0	2	3	2	2	0	0	0
HOM03M002094	15	39	3	2	2	2	3	2	1	3	6	4	2	2	3	2	0	2
HOM03M002095	16	39	5	3	2	2	2	2	2	4	4	1	4	2	2	2	1	1
HOM03M002096	15	39	7	2	2	3	4	2	1	2	2	1	3	2	3	4	0	1
HOM03M002097	15	39	2	2	2	3	2	1	4	1	1	1	1	6	10	2	0	1
HOM03M002098	15	39	1	1	2	4	4	1	2	3	1	4	3	3	7	1	0	2
HOM03M002099	16	39	4	2	1	2	2	2	2	3	2	3	3	2	3	3	3	2
HOM03M002100	13	39	3	2	2	4	3	3	2	6	1	3	3	2	5	0	0	0
HOM03M002101	15	39	3	2	2	2	2	2	2	5	3	2	4	1	3	3	0	3
HOM03M002102	4	15	0	4	6	2	3	0	0	0	0	0	0	0	0	0	0	0
HOM03M002103	14	39	3	2	5	3	5	1	2	4	2	3	5	1	2	1	0	0
HOM03M002104	6	39	0	6	9	9	10	4	1	0	0	0	0	0	0	0	0	0
HOM03M002105	16	39	3	5	3	3	5	2	1	1	3	2	3	1	3	2	1	1
HOM03M002106	13	39	4	2	3	4	4	2	1	2	6	2	4	1	4	0	0	0
HOM03M002107	16	39	2	2	2	2	2	2	2	3	2	4	3	2	2	6	1	2
HOM03M002108	12	39	5	4	3	4	4	2	6	4	1	1	3	0	2	0	0	0
HOM03M002109	15	39	2	1	5	3	4	2	2	3	1	2	4	2	4	3	0	1
HOM03M002110	16	39	3	6	4	4	5	3	2	1	1	1	2	1	1	2	1	2
HOM03M002111	14	39	3	3	3	3	3	2	2	6	2	3	3	2	2	2	0	0
HOM03M002112	16	39	2	2	2	2	3	2	2	4	2	1	2	1	1	8	1	4
HOM03M002113	14	39	3	2	2	1	1	1	1	3	2	1	5	3	5	9	0	0
HOM03M002114	13	39	4	3	3	3	4	2	2	4	4	2	3	2	3	0	0	0
HOM03M002115	16	39	3	2	2	2	2	2	2	2	2	3	4	3	2	5	1	2
HOM03M002116	15	39	2	0	2	2	4	1	2	9	2	1	3	2	2	2	2	3
HOM03M002117	13	39	2	2	2	2	2	2	1	5	4	3	7	1	6	0	0	0
HOM03M002118	16	39	4	2	2	2	4	2	1	2	2	4	4	2	2	2	2	2
HOM03M002119	7	39	1	1	2	7	11	14	3	0	0	0	0	0	0	0	0	0
HOM03M002120	16	39	3	4	1	2	1	2	4	3	1	8	1	2	2	2	1	2
HOM03M002121	1	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
HOM03M002122	14	39	5	2	2	2	3	2	2	5	1	1	5	3	2	4	0	0
HOM03M002123	16	39	5	2	3	3	3	3	2	2	2	2	3	2	2	2	2	1
HOM03M002124	16	39	2	2	3	2	2	4	2	2	3	1	4	3	3	2	2	2
HOM03M002125	16	39	2	1	1	2	2	2	1	3	2	1	4	1	5	5	4	3
HOM03M002126	14	39	2	2	2	2	2	2	2	4	2	2	6	2	5	4	0	0
HOM03M002127	15	39	7	1	2	5	7	3	1	3	1	1	2	2	1	2	0	1
HOM03M002128	13	39	5	2	3	3	3	2	2	7	3	2	4	2	1	0	0	0
HOM03M002129	14	39	4	3	3	3	3	3	3	3	2	3	2	3	3	1	0	0
HOM03M002130	15	39	5	2	2	2	2	2	1	4	2	2	4	3	2	5	0	1
HOM03M002131	16	39	2	1	1	1	1	1	1	6	4	2	4	4	3	6	1	1
HOM03M002132	15	39	4	2	2	3	3	2	2	2	2	2	4	7	2	1	0	1
HOM03M002133	16	39	3	2	2	2	4	2	2	5	3	4	3	2	2	1	1	1
HOM03M002134	14	39	5	1	2	2	2	2	1	3	2	3	6	3	3	4	0	0
HOM03M002135	6	39	3	0	5	8	9	5	9	0	0	0	0	0	0	0	0	0
HOM03M002136	16	39	5	2	2	2	2	2	2	3	2	2	7	2	2	2	1	1
HOM03M002137	16	39	2	3	2	2	4	2	2	3	3	2	4	3	2	2	1	2
HOM03M002138	16	39	2	2	2	3	2	2	3	7	2	2	2	1	4	2	1	2
HOM03M002139	15	39	2	4	4	4	3	3	2	2	3	2	2	2	2	3	0	1
HOM03M002140	16	39	5	4	3	2	2	3	3	1	2	2	3	3	2	2	1	1
HOM03M002141	16	39	4	7	2	2	2	2	2	3	2	1	3	1	1	4	2	1
HOM03M002142	16	39	2	2	2	2	2	2	1	3	3	1	5	7	3	2	1	1
HOM03M002143	13	39	6	4	4	3	2	3	3	8	1	1	2	1	1	0	0	0
HOM03M002144	16	39	3	2	2	2	3	2	2	2	3	2	4	3	2	4	2	1
HOM03M002145	14	39	3	2	2	2	2	2	2	4	3	2	3	2	5	5	0	0
HOM03M002146	14	39	2	3	2	2	2	1	2	3	1	2	14	1	3	1	0	0
HOM03M002147	15	39	3	0	3	2	3	3	3	3	3	2	3	2	3	4	1	1
HOM03M002148	16	39	4	2	2	2	2	2	2	3	2	2	3	4	3	2	2	2
HOM03M002149	16	39	2	3	2	3	4	2	2	3	2	3	3	3	2	3	1	1
HOM03M002150	16	39	4	2	2	2	2	1	1	5	3	3	3	2	3	4	1	1
HOM03M002151	16	39	3	2	2	3	2	3	2	3	3	4	3	3	3	1	1	1
HOM03M002152	16	39	4	3	3	2	2	2	2	4	4	2	3	2	2	2	1	1
HOM03M002153	1	39	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0
HOM03M002154	16	39	2	1	2	2	3	4	2	4	2	2	5	2	3	3	1	1
HOM03M002155	16	39	3	2	3	3	3	3	2	3	2	2	3	1	3	3	1	2
HOM03M002156	16	39	2	4	2	2	1	2	2	3	2	2	3	2	4	3	2	3
HOM03M002157	13	39	5	2	2	2	2	4	3	4	4	3	4	3	1	0	0	0
HOM03M002158	16	39	2	1	2	3	3	2	3	4	2	2	3	2	3	5	1	1
HOM03M002159	2	38	0	0	0	0	0	0	0	0	0	0	36	0	2	0	0	0
HOM03M002160	16	38	3	2	2	3	3	2	3	3	2	2	5	3	2	1	1	1
HOM03M002161	16	38	5	2	2	2	2	3	2	3	2	3	4	2	2	2	1	1
HOM03M002162	15	38	3	2	3	2	3	3	1	3	3	2	5	3	2	2	1	0
HOM03M002163	16	38	3	4	3	4	4	2	3	3	1	1	3	1	2	2	1	1
HOM03M002164	16	38	4	1	2	4	4	2	2	3	2	1	3	2	4	2	1	1
HOM03M002165	14	38	6	2	2	4	4	2	2	3	2	2	4	2	2	0	1	0
HOM03M002166	16	38	4	2	3	3	3	3	2	2	3	1	4	1	2	2	1	2
HOM03M002167	13	37	5	4	2	3	2	2	1	2	4	2	4	3	3	0	0	0
HOM03M002168	1	38	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOM03M002169	15	38	3	2	2	2	2	2	2	5	3	4	4	2	2	1	0	2
HOM03M002170	13	38	5	3	3	2	3	3	2	4	4	2	3	1	3	0	0	0
HOM03M002171	14	38	3	2	2	2	2	2	3	4	2	2	3	3	2	6	0	0
HOM03M002172	15	38	3	3	3	3	4	3	4	3	1	1	2	4	1	2	0	1
HOM03M002173	14	38	4	2	3	2	4	2	2	5	3	1	3	2	4	0	1	0
HOM03M002174	16	38	1	3	1	2	2	3	1	1	2	2	2	1	14	1	1	1
HOM03M002175	5	37	0	1	7	1	0	2	26	0	0	0	0	0	0	0	0	0
HOM03M002176	16	38	5	3	2	4	4	2	2	2	2	1	2	2	3	2	1	1
HOM03M002177	16	38	2	2	2	2	2	2	2	5	2	2	6	1	2	2	2	2
HOM03M002178	14	38	3	3	5	2	2	1	4	3	3	0	3	1	5	2	0	1
HOM03M002179	16	38	2	4	2	2	3	2	2	2	2	2	4	2	1	4	2	2
HOM03M002180	13	38	4	2	4	3	3	4	4	3	3	1	5	1	1	0	0	0
HOM03M002181	16	38	3	2	2	3	3	2	2	2	2	2	3	3	2	3	2	2
HOM03M002182	13	38	3	2	3	2	1	2	3	2	4	3	7	3	3	0	0	0
HOM03M002183	15	38	2	2	4	2	2	2	1	3	1	2	7	6	2	1	0	1
HOM03M002184	13	38	2	2	2	4	4	2	1	6	3	2	5	3	2	0	0	0
HOM03M002185	16	38	5	2	3	2	1	2	2	2	2	3	2	2	2	5	1	2
HOM03M002186	6	37	7	7	5	5	6	7	0	0	0	0	0	0	0	0	0	0
HOM03M002187	16	38	3	1	2	1	1	3	2	5	3	4	3	1	2	5	1	1
HOM03M002188	7	38	2	6	8	8	11	2	1	0	0	0	0	0	0	0	0	0
HOM03M002189	14	37	4	2	2	4	0	3	2	2	1	1	8	1	4	2	0	1
HOM03M002190	16	38	4	3	3	3	4	3	2	2	1	1	2	1	2	2	3	2
HOM03M002191	16	38	5	2	2	5	5	3	3	3	1	1	1	1	2	2	1	1
HOM03M002192	16	38	3	1	2	2	2	2	1	5	2	2	2	2	3	4	2	3
HOM03M002193	16	38	4	2	2	1	2	2	2	4	2	1	4	2	4	4	1	1
HOM03M002194	15	38	2	3	2	2	2	2	2	2	4	1	3	7	1	1	0	4
HOM03M002195	16	38	3	2	2	2	3	2	2	5	2	2	3	2	2	3	1	2
HOM03M002196	10	38	4	7	7	4	4	5	3	1	0	1	0	0	2	0	0	0
HOM03M002197	16	38	3	2	2	2	3	2	1	4	3	2	4	2	2	4	1	1
HOM03M002198	16	38	2	2	2	2	2	2	2	2	2	3	1	3	3	5	2	3
HOM03M002199	16	38	2	3	2	2	2	1	2	4	4	3	4	3	2	2	1	1
HOM03M002200	16	38	11	3	2	2	2	2	2	2	2	2	2	1	2	1	1	1
HOM03M002201	15	38	3	3	2	2	3	2	3	4	2	2	4	2	2	3	0	1
HOM03M002202	14	38	2	3	2	2	3	2	2	2	4	3	3	1	6	3	0	0
HOM03M002203	16	38	4	2	2	2	2	2	2	3	2	3	3	2	3	2	2	2
HOM03M002204	14	38	4	2	2	2	2	2	2	6	2	2	7	2	2	1	0	0
HOM03M002205	14	38	4	3	2	2	2	2	2	5	2	3	5	2	2	2	0	0
HOM03M002206	15	38	4	2	7	4	3	3	1	3	1	1	1	1	1	5	0	1
HOM03M002207	16	38	3	3	2	3	1	2	2	3	2	2	4	2	2	3	2	2
HOM03M002208	12	38	12	1	1	1	1	0	2	1	3	0	0	2	11	1	0	2
HOM03M002209	13	38	3	7	2	2	3	2	1	3	1	4	4	3	3	0	0	0
HOM03M002210	15	38	2	1	2	2	2	2	1	5	2	3	5	4	3	3	0	1
HOM03M002211	15	38	3	3	3	3	3	3	2	2	3	2	4	2	2	2	0	1
HOM03M002212	15	38	3	2	2	4	4	2	2	2	3	2	4	2	0	4	1	1
HOM03M002213	16	38	2	3	3	3	2	3	2	3	2	2	3	2	3	3	1	1
HOM03M002214	16	38	1	4	2	4	5	4	2	4	2	1	2	1	1	3	1	1
HOM03M002215	16	38	2	2	2	3	3	2	2	2	3	2	3	3	3	4	1	1
HOM03M002216	16	38	1	5	1	2	5	1	1	3	9	1	2	1	1	3	1	1
HOM03M002217	15	38	4	3	2	4	1	4	2	1	1	1	3	1	7	2	0	2
HOM03M002218	16	38	2	2	2	3	2	2	2	2	3	2	4	2	2	3	2	3
HOM03M002219	16	38	4	5	5	3	3	3	2	2	2	1	2	1	1	2	1	1
HOM03M002220	15	38	3	2	2	2	2	2	3	5	4	2	2	2	3	2	0	2
HOM03M002221	16	37	2	1	2	2	1	3	2	2	3	6	4	3	2	2	1	1
HOM03M002222	16	37	2	2	2	2	2	2	2	3	2	2	3	4	4	2	1	2
HOM03M002223	16	37	4	1	2	2	3	2	2	3	2	2	4	2	2	2	2	2
HOM03M002224	13	37	1	3	2	3	3	3	4	4	3	3	3	2	3	0	0	0
HOM03M002225	16	36	3	2	2	1	2	2	1	3	2	2	5	3	3	2	1	2
HOM03M002226	14	37	3	2	2	2	2	2	1	6	3	3	4	2	3	2	0	0
HOM03M002227	14	37	4	3	2	2	1	2	2	4	1	2	7	2	4	1	0	0
HOM03M002228	16	37	4	2	2	2	2	3	2	5	1	1	4	2	3	1	2	1
HOM03M002229	15	37	0	1	1	1	1	1	1	1	15	1	1	1	1	6	1	4
HOM03M002230	15	37	2	2	2	2	2	3	2	2	3	5	4	2	3	0	1	2
HOM03M002231	15	37	2	2	5	3	4	3	2	3	1	0	2	1	3	4	1	1
HOM03M002232	15	37	5	2	3	3	3	2	2	2	2	2	3	2	3	2	0	1
HOM03M002233	12	37	4	0	2	2	2	2	2	7	4	3	4	3	2	0	0	0
HOM03M002234	15	37	3	2	2	3	4	2	2	3	2	3	3	3	3	1	0	1
HOM03M002235	16	37	2	1	2	2	2	1	1	5	4	2	2	2	2	7	1	1
HOM03M002236	16	37	3	2	2	2	2	2	2	4	3	2	3	2	3	2	2	1
HOM03M002237	14	37	1	2	1	1	0	0	1	2	1	1	1	1	22	1	1	1
HOM03M002238	16	37	2	3	3	1	1	1	1	6	2	3	2	2	3	3	2	2
HOM03M002239	15	37	3	3	2	3	2	2	2	3	3	3	3	2	3	2	0	1
HOM03M002240	14	37	3	1	2	2	3	1	1	1	9	2	2	2	2	6	0	0
HOM03M002241	14	37	3	3	2	3	2	2	3	3	3	2	4	3	2	2	0	0
HOM03M002242	14	37	3	2	3	2	2	3	1	4	3	3	5	2	2	2	0	0
HOM03M002243	15	37	2	3	4	5	9	2	1	1	1	1	2	1	2	2	0	1
HOM03M002244	16	37	3	2	2	3	4	2	1	2	1	3	3	2	3	4	1	1
HOM03M002245	14	37	3	2	1	8	8	1	2	3	2	1	2	1	1	2	0	0
HOM03M002246	16	37	2	2	2	2	2	2	2	2	2	2	5	2	2	2	3	3
HOM03M002247	16	37	3	2	2	2	3	2	2	2	2	3	2	3	4	2	2	1
HOM03M002248	15	37	2	4	2	2	1	2	2	3	3	1	2	1	9	2	1	0
HOM03M002249	15	37	2	1	2	3	3	2	2	3	2	1	4	1	2	7	0	2
HOM03M002250	3	37	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	33
HOM03M002251	16	37	2	2	3	3	3	3	3	2	1	1	1	3	2	5	1	2
HOM03M002252	15	37	4	1	2	3	3	2	2	4	2	2	3	2	2	3	0	2
HOM03M002253	16	37	6	2	2	2	2	2	3	2	2	2	2	2	2	4	1	1
HOM03M002254	16	37	1	2	4	2	4	4	2	1	3	2	3	3	1	3	1	1
HOM03M002255	14	37	4	2	2	2	2	2	2	6	3	2	3	2	2	3	0	0
HOM03M002256	12	37	18	2	3	1	2	2	2	1	1	1	2	0	2	0	0	0
HOM03M002257	16	37	3	7	2	2	2	2	2	2	2	2	4	2	2	1	1	1
HOM03M002258	15	37	4	5	4	3	2	4	2	4	1	1	2	1	2	1	0	1
HOM03M002259	1	37	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0
HOM03M002260	15	37	3	3	3	3	4	4	3	1	2	2	1	1	1	1	0	5
HOM03M002261	16	37	2	2	2	3	2	1	3	5	3	2	4	1	2	3	1	1
HOM03M002262	15	37	3	3	3	3	3	5	1	3	2	2	1	1	2	4	0	1
HOM03M002263	16	37	1	1	2	2	4	3	1	2	4	2	4	4	3	2	1	1
HOM03M002264	16	37	3	3	2	2	2	3	3	4	2	1	4	2	1	2	1	2
HOM03M002265	16	37	2	1	2	2	2	3	2	3	2	3	6	2	2	3	1	1
HOM03M002266	15	37	3	2	3	3	3	2	3	3	2	2	3	2	3	0	2	1
HOM03M002267	14	37	3	4	3	4	2	2	2	2	3	1	3	3	3	2	0	0
HOM03M002268	16	37	3	2	2	2	2	2	3	3	3	2	4	2	3	2	1	1
HOM03M002269	15	37	2	0	2	2	2	2	1	7	2	2	3	2	3	5	1	1
HOM03M002270	14	37	1	1	2	2	2	1	1	1	3	6	7	3	6	1	0	0
HOM03M002271	15	37	4	3	3	2	2	3	2	4	2	1	4	1	2	3	1	0
HOM03M002272	16	37	3	2	2	2	2	3	2	4	2	2	2	2	2	4	2	1
HOM03M002273	15	37	1	1	1	1	3	1	1	2	1	1	2	1	14	6	0	1
HOM03M002274	2	36	0	0	0	20	16	0	0	0	0	0	0	0	0	0	0	0
HOM03M002275	13	37	4	4	2	3	3	2	2	2	1	3	3	3	5	0	0	0
HOM03M002276	16	37	3	3	2	2	3	1	2	3	3	2	4	3	2	2	1	1
HOM03M002277	14	37	3	3	2	2	2	2	2	5	3	2	4	2	2	3	0	0
HOM03M002278	15	37	4	4	4	2	2	2	1	4	3	1	2	2	2	3	1	0
HOM03M002279	16	37	2	2	2	2	2	2	2	3	2	2	3	3	2	5	2	1
HOM03M002280	1	37	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0
HOM03M002281	16	37	4	2	2	4	4	3	2	2	1	1	3	1	1	2	1	4
HOM03M002282	15	37	4	2	2	1	1	1	1	2	3	1	2	1	14	1	0	1
HOM03M002283	16	37	6	2	1	2	2	2	1	2	3	1	5	1	1	6	1	1
HOM03M002284	16	37	3	2	2	4	3	2	2	2	3	3	4	2	1	2	1	1
HOM03M002285	15	37	1	3	3	5	6	2	3	3	2	1	2	2	1	2	1	0
HOM03M002286	13	37	3	3	1	3	4	3	2	7	2	1	4	2	2	0	0	0
HOM03M002287	16	37	2	1	2	3	5	2	2	3	2	2	3	3	2	1	2	2
HOM03M002288	16	36	2	2	2	2	2	2	2	4	3	1	3	1	3	4	2	1
HOM03M002289	15	36	4	1	3	3	3	3	3	2	1	2	3	2	2	3	0	1
HOM03M002290	13	36	2	2	3	2	4	2	3	2	1	5	4	3	3	0	0	0
HOM03M002291	16	36	2	2	2	2	2	2	2	2	4	4	5	1	3	1	1	1
HOM03M002292	16	36	1	1	1	1	2	1	1	1	2	10	4	3	2	3	2	1
HOM03M002293	15	36	3	2	2	2	2	2	2	3	2	3	3	2	4	1	0	3
HOM03M002294	16	36	2	2	2	2	4	2	1	2	2	2	5	2	2	2	2	2
HOM03M002295	15	36	3	2	2	2	3	2	2	3	2	2	3	1	2	6	0	1
HOM03M002296	16	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	18
HOM03M002297	13	36	3	3	3	3	4	2	2	3	4	2	3	2	2	0	0	0
HOM03M002298	16	36	3	4	1	2	2	1	3	5	2	2	4	1	2	2	1	1
HOM03M002299	12	36	4	2	3	4	3	3	3	3	3	2	1	0	5	0	0	0
HOM03M002300	13	36	1	1	1	1	1	1	0	2	5	3	6	1	8	5	0	0
HOM03M002301	16	36	5	2	2	2	3	2	2	8	1	1	2	2	1	1	1	1
HOM03M002302	16	36	3	2	2	3	2	2	1	6	4	1	2	1	1	4	1	1
HOM03M002303	13	36	4	2	2	3	3	6	3	4	1	2	1	3	2	0	0	0
HOM03M002304	16	36	1	3	1	1	2	1	2	1	2	12	1	4	1	1	1	2
HOM03M002305	10	36	1	1	1	0	0	1	1	0	1	2	6	5	17	0	0	0
HOM03M002306	14	36	2	1	1	1	1	1	1	3	2	2	4	5	10	2	0	0
HOM03M002307	16	36	4	1	2	2	4	2	3	2	2	2	4	2	2	1	2	1
HOM03M002308	15	36	3	2	2	2	2	2	3	4	1	2	2	1	1	6	0	3
HOM03M002309	16	36	3	3	2	4	4	2	2	3	1	2	2	2	1	3	1	1
HOM03M002310	1	36	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0
HOM03M002311	16	36	3	2	2	2	2	2	2	4	3	2	5	2	2	1	1	1
HOM03M002312	16	36	2	2	2	2	2	2	2	2	3	2	4	2	2	2	3	2
HOM03M002313	16	36	6	5	2	2	3	2	2	1	1	2	2	2	1	2	2	1
HOM03M002314	16	36	2	2	2	2	3	2	3	3	2	2	3	3	3	1	1	2
HOM03M002315	16	36	2	2	4	2	2	2	2	3	1	1	4	1	4	4	1	1
HOM03M002316	16	36	1	1	1	1	1	1	1	1	1	3	1	19	1	1	1	1
HOM03M002317	16	36	4	2	3	2	2	2	6	3	1	2	2	1	1	1	2	2
HOM03M002318	13	36	0	2	2	3	3	0	1	2	5	3	5	4	2	3	0	1
HOM03M002319	16	36	3	1	1	1	1	2	1	5	3	2	3	3	2	2	4	2
HOM03M002320	13	36	1	1	2	2	2	2	2	4	4	3	8	3	2	0	0	0
HOM03M002321	1	36	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0
HOM03M002322	15	36	4	1	2	3	3	3	1	4	2	1	5	2	3	1	0	1
HOM03M002323	15	36	2	2	2	2	2	2	2	4	3	2	4	1	3	4	0	1
HOM03M002325	16	36	2	3	2	3	4	2	1	4	3	1	3	2	2	2	1	1
HOM03M002326	16	36	2	2	2	3	3	2	2	2	2	3	4	4	2	1	1	1
HOM03M002327	15	36	3	2	2	2	2	2	2	4	4	3	3	2	2	2	0	1
HOM03M002328	16	36	1	1	1	1	1	1	2	5	2	3	2	7	3	4	1	1
HOM03M002329	16	36	4	2	2	2	2	2	1	3	1	1	2	1	2	5	3	3
HOM03M002330	16	36	3	3	1	1	1	2	1	1	1	4	3	1	2	3	5	4
HOM03M002331	10	36	5	8	2	4	4	5	4	2	1	0	1	0	0	0	0	0
HOM03M002332	16	36	4	2	2	2	2	2	1	5	2	2	4	1	2	3	1	1
HOM03M002333	16	36	2	1	3	2	3	2	2	4	1	1	3	2	2	5	2	1
HOM03M002334	6	36	0	0	0	0	0	0	0	0	11	3	12	4	1	5	0	0
HOM03M002335	16	36	2	2	2	3	2	2	2	2	2	5	3	3	2	2	1	1
HOM03M002336	16	36	6	2	2	2	2	3	1	2	1	1	5	3	2	2	1	1
HOM03M002337	1	36	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0
HOM03M002338	16	36	4	2	3	2	3	2	2	2	2	2	5	3	1	1	1	1
HOM03M002339	14	36	4	3	3	3	3	3	3	4	2	2	2	1	2	1	0	0
HOM03M002340	16	36	3	2	1	2	2	3	1	5	2	2	2	2	3	3	2	1
HOM03M002341	16	36	2	2	3	2	2	3	1	3	2	2	2	3	2	2	2	3
HOM03M002342	16	36	3	2	2	2	1	2	2	2	3	2	3	2	2	3	2	3
HOM03M002343	12	36	5	4	5	4	5	3	4	0	2	1	1	1	1	0	0	0
HOM03M002344	16	36	4	2	2	2	2	2	1	3	3	2	2	2	3	4	1	1
HOM03M002345	16	36	3	4	5	3	3	3	3	2	2	2	1	1	1	1	1	1
HOM03M002346	13	35	3	5	3	4	3	4	2	3	1	1	2	0	2	2	0	0
HOM03M002347	16	36	3	2	1	1	1	1	1	2	3	3	4	3	3	3	2	3
HOM03M002348	15	36	3	2	1	1	1	2	1	3	3	3	5	4	4	2	0	1
HOM03M002349	16	36	4	3	2	2	2	2	2	2	1	1	1	2	1	2	4	5
HOM03M002350	16	36	1	2	2	3	3	2	2	3	1	2	4	3	2	2	3	1
HOM03M002351	13	36	2	3	3	3	3	3	3	5	1	2	3	2	3	0	0	0
HOM03M002352	15	36	9	2	1	2	2	2	1	2	3	0	2	2	2	4	1	1
HOM03M002353	15	36	2	2	3	2	2	2	2	2	2	3	6	3	2	1	2	0
HOM03M002354	15	36	2	2	4	2	2	3	4	3	2	2	1	3	2	3	0	1
HOM03M002355	16	36	6	2	2	2	3	2	2	2	2	2	2	1	2	4	1	1
HOM03M002356	15	36	2	2	2	2	2	2	3	2	2	4	3	3	3	3	0	1
HOM03M002357	3	36	0	0	0	0	0	0	0	0	0	0	0	0	0	16	3	17
HOM03M002358	16	36	2	2	2	2	2	2	2	3	2	2	3	2	4	2	3	1
HOM03M002359	13	35	2	2	2	3	4	2	2	4	3	2	2	2	5	0	0	0
HOM03M002360	5	36	15	5	7	0	0	2	7	0	0	0	0	0	0	0	0	0
HOM03M002361	10	36	3	2	5	5	7	6	0	1	3	0	0	2	2	0	0	0
HOM03M002362	13	36	3	3	5	4	3	1	2	3	1	2	3	1	5	0	0	0
HOM03M002363	16	36	2	1	2	2	3	3	2	4	2	3	3	2	2	2	1	2
HOM03M002364	16	36	3	3	4	2	2	3	2	2	2	2	4	2	1	2	1	1
HOM03M002365	16	36	2	2	4	3	4	2	2	2	2	4	2	2	2	1	1	1
HOM03M002366	15	36	1	1	1	2	2	1	1	2	3	3	5	6	4	3	0	1
HOM03M002367	16	36	3	2	2	3	3	2	1	7	2	1	2	1	1	4	1	1
HOM03M002368	13	36	2	2	3	2	2	2	3	2	2	3	8	1	4	0	0	0
HOM03M002369	16	36	2	2	2	3	4	3	2	1	2	2	3	3	3	2	1	1
HOM03M002370	16	36	3	3	2	2	3	2	4	3	1	2	4	2	1	2	1	1
HOM03M002371	16	36	4	2	2	2	2	2	2	6	1	1	2	1	2	5	1	1
HOM03M002372	15	36	2	3	3	2	2	2	2	3	4	2	2	2	3	3	0	1
HOM03M002373	14	36	2	2	2	6	5	2	1	3	2	1	4	1	3	2	0	0
HOM03M002374	16	35	2	2	2	2	4	2	2	5	1	1	1	1	2	3	2	3
HOM03M002375	16	35	3	2	1	1	2	1	3	5	2	4	3	2	2	1	2	1
HOM03M002376	14	35	2	0	1	3	3	2	1	3	3	2	5	3	2	4	0	1
HOM03M002377	14	35	3	2	2	3	3	2	2	3	1	2	3	3	2	4	0	0
HOM03M002378	13	35	3	1	2	2	3	2	1	7	3	2	5	2	2	0	0	0
HOM03M002379	16	35	2	1	1	1	1	1	3	3	1	1	9	1	6	1	2	1
HOM03M002380	16	35	3	1	2	2	2	2	1	4	2	3	5	2	2	2	1	1
HOM03M002381	6	35	4	0	1	0	0	3	3	0	0	21	0	3	0	0	0	0
HOM03M002382	16	35	6	2	2	3	2	2	2	1	2	2	2	1	2	3	2	1
HOM03M002383	16	35	2	2	4	3	3	5	2	2	1	1	2	1	1	2	1	3
HOM03M002384	16	35	3	3	3	2	2	1	2	3	2	2	4	2	1	3	1	1
HOM03M002385	16	35	2	2	2	2	2	3	2	2	2	4	2	2	2	2	2	2
HOM03M002386	14	35	2	2	3	1	1	1	1	1	2	2	3	1	13	2	0	0
HOM03M002387	16	35	2	2	2	2	3	2	2	4	2	3	4	2	1	2	1	1
HOM03M002388	16	35	3	2	2	2	2	2	2	3	2	2	2	1	3	4	2	1
