single1	single2
BD3G19400	SB07G009990
BD4G02260	SB06G027850
BD2G58070	SB03G043160
BD2G46610	SB03G031220
BD3G51910	SB04G031640
BD3G34260	SB01G027910
BD1G54730	SB02G005690
BD3G39520	SB07G028330
BD3G17027	SB07G003505
BD1G17950	SB02G042770
BD4G04540	SB08G018270
BD4G35417	SB02G030100
BD2G27310	SB02G009970
BD5G03810	SB06G003053
BD2G13730	SB03G019750
BD1G03920	SB01G003490
BD1G08830	SB01G008300
BD2G60690	SB05G023230
BD1G74940	SB01G046850
BD1G12820	SB01G012370
BD4G27580	SB02G020440
BD1G22300	SB02G038500
BD3G09010	SB04G008450
BD1G21060	SB02G039390
BD1G78430	SB01G050550
BD3G13380	SB07G000993
BD1G03270	SB01G002770
BD4G28490	SB02G022640
BD1G14660	SB01G014630
BD1G25420	SB02G035620
BD1G61210	SB06G003360
BD3G42590	SB07G024580
BD1G33210	SB10G027820
BD2G45757	SB04G003790
BD1G23100	SB02G037850
BD1G51010	SB10G003200
BD2G13630	SB10G003460
BD3G60780	SB04G038500
BD4G18377	SB05G018100
BD3G30390	SB01G017590
BD1G54610	SB03G001710
BD1G18120	SB02G042600
BD3G00400	SB04G000390
BD2G14160	SB10G027780
BD5G15180	SB06G022010
BD1G12067	SB01G011510
BD1G75780	SB01G047670
BD3G35197	SB07G014630
BD2G41957	SB03G026080
BD1G28090	SB02G033120
BD3G59890	SB04G028610
BD2G51010	SB03G035690
BD3G30360	SB01G017670
BD3G01630	SB04G001310
BD5G02990	SB07G021890
BD3G20650	SB03G034140
BD5G13780	SB10G029080
BD5G10570	SB06G017110
BD1G30350	SB10G025060
BD1G68320	SB01G041300
BD1G11020	SB01G010730
BD1G77900	SB01G049905
BD1G71180	SB01G043830
BD3G19100	SB07G007870
BD3G51830	SB04G031720
BD1G49120	SB10G003790
BD2G58390	SB03G043480
BD1G06620	SB01G006160
BD3G45450	SB02G034880
BD3G47770	SB01G042620
BD1G42790	SB10G011810
BD3G18940	SB07G007800
BD4G40710	SB08G005430
BD3G51240	SB04G032290
BD3G51437	SB04G032100
BD4G35382	SB02G030150
BD1G73110	SB01G045670
BD1G06780	SB01G006290
BD2G57270	SB03G042170
BD4G36507	SB02G031240
BD2G42180	SB03G026410
BD3G60127	SB04G035180
BD3G01550	SB04G001270
BD4G17260	SB05G019800
BD1G65880	SB01G038790
BD3G10690	SB06G029700
BD2G21017	SB09G024450
BD3G03627	SB04G003260
BD3G34940	SB07G019320
BD1G62480	SB01G035430
BD2G40420	SB03G023480
BD1G09370	SB01G008760
BD3G44960	SB04G021790
BD2G55807	SB03G040740
BD3G46940	SB04G024030
BD3G28850	SB07G028870
BD3G22740	SB01G042150
BD3G30150	SB01G017890
BD4G29480	SB02G023810
BD3G43520	SB06G032840
BD3G51750	SB04G031830
BD2G40990	SB03G024880
BD3G26680	SB01G022060
BD5G20690	SB06G027530
BD3G29410	SB01G018810
BD1G09340	SB01G008740
BD5G26930	SB06G033750
BD3G02690	SB04G002320
BD4G37360	SB02G032260
BD1G21755	SB02G038970
BD1G35780	SB04G002990
BD3G05970	SB04G005420
BD4G03800	SB08G019100
BD3G13560	SB07G001240
BD3G00690	SB04G000530
BD3G42950	SB07G024080
BD2G10090	SB03G010690
BD2G44760	SB03G029040
BD2G46860	SB03G031530
BD5G24257	SB06G030890
BD2G11910	SB03G012920
BD5G07710	SB06G012040
BD3G11210	SB07G019770
BD2G12290	SB03G013270
BD3G14240	SB07G002420
BD3G39960	SB01G028890
BD3G51340	SB04G032370
BD1G76677	SB01G048700
BD3G19120	SB07G007860
BD1G52180	SB10G000450
BD1G31307	SB03G013580
BD4G38200	SB02G011300
BD5G21937	SB06G028740
BD3G37840	SB07G022680
BD4G33310	SB03G029110
BD5G17407	SB06G024240
BD1G13590	SB01G013310
BD1G03560	SB02G001010
BD4G00497	SB08G023080
BD5G01340	SB06G001220
BD1G28310	SB02G032940
BD3G60820	SB08G003660
BD3G01750	SB04G001490
BD4G04640	SB08G018390
BD4G20610	SB05G009970
BD4G31060	SB02G025575
BD5G24397	SB06G031070
BD3G50600	SB04G032980
BD2G51140	SB03G035780
BD1G66130	SB01G038980
BD1G77270	SB01G049300
BD1G30370	SB10G025080
BD3G03340	SB04G003030
BD1G71340	SB01G043970
BD2G40770	SB03G025230
BD2G11790	SB09G028150
BD2G20190	SB09G025210
BD1G65220	SB01G038240
BD3G02190	SB04G001860
BD1G03380	SB01G002810
BD1G62410	SB01G035390
BD2G13660	SB01G042360
BD5G07930	SB06G013790
BD2G01520	SB03G007870
BD3G43120	SB04G017400
BD4G38370	SB02G011460
BD2G40040	SB01G021250
BD3G31390	SB01G031300
BD3G05437	SB04G004900
BD2G58960	SB03G043995
BD1G47970	SB10G005040
BD1G53730	SB02G006850
BD3G55390	SB04G037240
BD2G33300	SB09G006020
BD4G39120	SB07G002730
BD4G25680	SB04G012430
BD2G15960	SB09G028970
BD4G38270	SB02G011350
BD1G51620	SB10G002310
BD1G32317	SB10G026850
BD4G16820	SB04G006030
BD2G43002	SB03G027290
BD1G06590	SB01G006130
BD4G16467	SB05G021450
BD4G06030	SB08G016760
BD3G42730	SB07G024360
BD1G77370	SB01G049430
BD2G54127	SB03G038920
BD2G56490	SB03G041330
BD4G33320	SB02G027900
BD2G07490	SB01G012690
BD3G17130	SB07G003290
BD1G57377	SB02G003260
BD2G00620	SB03G008700
BD1G49670	SB10G001740
BD3G60517	SB04G038290
BD2G15870	SB09G029060
BD2G18227	SB01G036600
BD3G28120	SB01G019970
BD1G52690	SB02G009490
BD3G37910	SB07G022720
BD1G77887	SB01G049910
BD3G49580	SB04G026890
BD4G35470	SB02G030190
BD1G74590	SB01G008353
BD2G25410	SB09G020310
BD2G30810	SB09G012090
BD3G60190	SB04G035270
BD2G50450	SB03G035180
BD5G09230	SB06G015450
BD1G43210	SB10G010870
BD1G03840	SB01G003330
BD5G01960	SB06G000870
BD3G02200	SB04G001870
BD4G16540	SB05G021360
BD4G29630	SB02G024040
BD2G33610	SB09G005630
BD1G01487	SB01G001010
BD1G66010	SB01G038880
BD4G06950	SB08G015480
BD3G39240	SB07G028610
BD2G40400	SB03G023240
BD4G17280	SB05G019780
BD2G49430	SB03G034180
BD2G55350	SB03G040330
BD1G65657	SB01G038580
BD1G11300	SB01G010430
BD3G53130	SB04G030140
BD1G05070	SB01G004750
BD3G09570	SB04G009270
BD4G41610	SB08G004310
BD4G16160	SB05G021960
BD3G33520	SB01G028970
BD1G19480	SB02G009890
BD4G31680	SB02G026140
BD1G51640	SB10G002260
BD1G59810	SB02G030600
BD4G16847	SB05G020850
BD2G02560	SB03G006670
BD1G69360	SB01G042300
BD1G02950	SB03G003400
BD3G36650	SB07G021230
BD4G31470	SB02G025950
BD3G34220	SB01G027980
BD4G16300	SB05G021810
BD3G12940	SB07G000260
BD4G20500	SB08G003300
BD1G01070	SB01G000790
BD4G16510	SB05G021410
BD1G06830	SB01G006350
BD4G05550	SB03G009620
BD4G23470	SB01G016570
BD1G12280	SB01G011780
BD3G02150	SB04G001820
BD3G34290	SB01G028020
BDCG00490	SBCG00590
BD1G12217	SB01G011730
BD1G51340	SB10G002670
BD2G58370	SB03G043460
BD1G15377	SB01G015540
BD4G19100	SB03G003490
BD2G19560	SB09G025880
BD1G53217	SB02G007630
BD2G51580	SB03G036200
BD4G28830	SB02G022980
BD1G08880	SB01G008360
BD4G25410	SB08G007640
BD3G26800	SB01G021950
BD3G05530	SB04G004960
BD4G33660	SB02G028280
BD3G10670	SB10G001850
BD2G09370	SB03G009950
BD1G66000	SB01G038870
BD4G43560	SB05G002260
BD1G77780	SB01G049790
BD3G30750	SB01G017460
BD1G75360	SB01G047180
BD4G12180	SB05G025430
BD1G64320	SB01G037310
BD1G43700	SB10G009980
BD1G77280	SB01G049305
BD5G13467	SB06G020120
BD3G42627	SB07G024520
BD3G38220	SB01G007380
BD2G20030	SB10G021940
BD3G30000	SB01G018120
BD5G08360	SB06G014260
BD1G67450	SB01G040420
BD2G13510	SB10G007030
BD2G61540	SB03G046730
BD4G28380	SB02G022560
BD3G15430	SB07G004990
BD4G04140	SB08G018660
BD1G25057	SB02G036080
BD1G38715	SB10G020830
BD2G03740	SB03G009170
BD5G16510	SB06G023400
BD1G78057	SB04G020200
BD2G47450	SB03G032080
BD3G30740	SB01G017450
BD1G69747	SB01G042730
BD2G48387	SB04G002740
BD1G45920	SB10G007230
BD3G10937	SB04G008910
BD5G26047	SB06G032820
BD1G20410	SB02G040280
BD1G07830	SB01G007290
BD4G27600	SB02G020460
BD3G51640	SB04G031940
BD1G01780	SB01G001170
BD1G36960	SB09G018040
BD5G00580	SB02G030240
BD4G02070	SB08G021070
BD1G62240	SB01G035100
BD2G43030	SB03G027320
BD1G76290	SB01G048210
BD5G24160	SB06G031010
BD2G49600	SB03G034350
BD2G42700	SB03G027010
BD2G36217	SB09G003510
BD3G15570	SB04G036720
BD4G31330	SB01G033790
BD5G27570	SB06G034110
BD4G31830	SB02G026300
BD3G12240	SB06G025910
BD1G06945	SB01G030350
BD1G21710	SB02G039010
BD3G54847	SB04G036670
BD1G23880	SB08G020230
BD5G10460	SB06G017050
BD3G37770	SB07G022580
BD5G25350	SB06G032010
BD5G13340	SB06G019990
BD3G39830	SB07G027960
BD4G32627	SB02G027190
BD5G02270	SB06G000480
BD1G36860	SB10G023280
BD1G61057	SB01G033960
BD3G08420	SB04G007960
BD4G04580	SB08G018340
BD2G60548	SB03G045470
BD3G41240	SB07G026230
BD2G49520	SB03G034270
BD1G12600	SB01G012120
BD1G72086	SB01G044740
BD3G20620	SB01G015320
BD1G20790	SB02G040000
BD1G26070	SB02G034910
BD1G70840	SB01G043550
BD3G16187	SB07G004240
BD2G14720	SB09G030160
BD4G29547	SB02G023930
BD1G52450	SB10G000240
BD4G01590	SB08G021660
BD3G36530	SB07G021080
BD3G37260	SB07G021990
BD2G09420	SB03G009990
BD3G32560	SB01G030110
BD1G50040	SB10G002100
BD3G31760	SB01G014770
BD1G01710	SB01G001300
BD1G11365	SB01G010360
BD2G28460	SB09G016840
BD2G17790	SB09G027280
BD2G48810	SB03G033510
BD2G57867	SB01G037320
BD3G29300	SB01G018860
BD4G36650	SB02G031420
BD1G11700	SB01G011070
BD3G05390	SB04G004840
BD1G15740	SB01G016430
BD1G28507	SB04G028545
BD1G25780	SB02G035270
BD4G35140	SB02G029820
BD2G59450	SB03G044600
BD1G68237	SB01G041380
BD1G02400	SB01G001940
BD1G19550	SB02G041340
BD3G30070	SB01G018020
BD1G04240	SB01G003790
BD1G15070	SB01G015110
BD3G01980	SB09G004400
BD2G41027	SB02G041130
BD2G57260	SB03G042160
BD1G20450	SB02G040250
BD4G07390	SB02G029700
BD4G30050	SB02G024520
BD2G59950	SB03G045040
BD2G37517	SB09G001790
BD3G50520	SB04G033080
BD3G36270	SB07G020830
BD1G67290	SB01G040230
BD1G55150	SB02G004830
BD3G21700	SB07G014990
BD1G24320	SB02G036670
BD3G15060	SB07G005380
BD1G36000	SB10G024100
BD3G33820	SB01G046380
BD1G10810	SB01G010910
BD1G66670	SB01G039640
BD1G07520	SB01G007040
BD1G09200	SB01G008600
BD1G70937	SB01G043640
BD2G05320	SB03G003580
BD3G45810	SB04G022710
BD1G07530	SB01G007050
BD3G36120	SB07G020620
BD3G23340	SB00G00820
BD2G60720	SB03G045740
BD1G66350	SB01G039230
BD1G49150	SB10G003760
BD2G03820	SB04G002860
BD1G48447	SB10G004450
BD2G41187	SB09G029740
BDCG00550	SBCG00650
BD3G20440	SB03G012270
BD1G77400	SB01G049480
BD1G07550	SB01G007070
BD1G50790	SB10G003530
BD2G22250	SB09G023470
BD5G16410	SB06G023290
BD2G13337	SB07G028350
BD3G43470	SB04G018970
BD3G56710	SB02G031040
BD1G00530	SB01G000270
BD1G18650	SB02G042100
BD1G52600	SB02G009450
BD1G01227	SB01G000810
BD1G32970	SB10G027510
BD4G08230	SB02G013040
BD3G28320	SB01G019750
BD1G72180	SB01G044830
BD5G16250	SB06G023110
BD5G20320	SB06G027320
BD4G08180	SB02G012970
BD2G46306	SB10G010663
BD3G50320	SB04G033290
BD5G12730	SB06G019310
BD4G36570	SB02G031320
BD5G13910	SB06G020680
BD1G18900	SB02G041930
BD1G72160	SB01G044820
BD2G50680	SB03G035340
BDCG00080	SBCG00110
BD3G15920	SB07G004530
BD4G26580	SB08G001060
BD5G25400	SB06G032070
BD5G26782	SB06G031520
BD1G27080	SB02G033990
BD1G71820	SB01G044490
BD3G34580	SB01G027760
BD1G23560	SB02G037480
BD1G76590	SB01G048590
BD4G00770	SB08G022910
BD1G24690	SB06G017250
BD3G50710	SB04G032880
BD3G36600	SB07G021160
BD2G56160	SB03G041040
BD3G02330	SB04G001940
BD3G05226	SB04G004700
BD1G13150	SB01G012790
BD3G32497	SB01G030165
BD5G22560	SB06G029260
BD3G07200	SB01G013225
BD2G59220	SB03G044300
BD4G07190	SB08G014990
BD2G13760	SB06G032950
BD1G70790	SB01G043500
BD2G04280	SB03G004580
BD2G51880	SB03G036570
BD3G31377	SB01G031320
BD1G34537	SB04G036220
BD3G01970	SB04G001730
BD1G23980	SB02G037060
BD1G68720	SB01G041620
BD2G49200	SB03G034000
BD5G01220	SB06G001290
BD4G01090	SB03G010430
BD3G07040	SB04G006510
BD1G24110	SB07G001230
BD1G07340	SB01G006880
BD5G21900	SB06G028690
BD5G09630	SB06G016180
BD3G49070	SB04G026360
BD3G37310	SB07G022050
BD4G18840	SB05G017720
BD1G10697	SB01G010130
BD1G62700	SB01G035590
BD1G78710	SB06G022600
BD1G14290	SB01G014170
BD1G15400	SB01G015580
BD2G36660	SB09G003210
BD1G45820	SB10G007370
BD1G07950	SB01G007460
BD1G64370	SB01G037350
BD2G30460	SB10G028980
BD1G59970	SB01G032360
BD3G54140	SB04G036000
BD3G04467	SB04G004080
BD3G43737	SB04G020090
BD3G56126	SB06G002880
BD5G15200	SB06G022040
BD3G10250	SB04G010660
BD5G22700	SB06G029400
BD1G09410	SB01G008810
BD1G24830	SB02G036300
BD4G26330	SB05G002100
BD4G20537	SB05G010020
BD1G33720	SB10G028450
BD3G57940	SB04G034220
BD3G02320	SB04G001930
BD3G45030	SB04G021850
BD1G35080	SB10G030030
BD1G22810	SB02G038190
BD5G21520	SB07G000760
BD3G30480	SB01G017140
BD3G17690	SB07G005840
BD4G34260	SB02G028970
BD2G36760	SB09G003070
BD5G23760	SB06G030480
BD1G00860	SB01G000470
BD2G52187	SB03G036850
BD1G28010	SB02G033160
BD2G12817	SB03G014470
BD1G65890	SB01G038800
BD1G47360	SB10G005640
BD2G17220	SB09G027860
BD5G16350	SB06G023220
BD4G06117	SB08G016720
BD1G02810	SB01G002480
BD3G24710	SB00G00520
BD3G23130	SB09G006450
BD4G06850	SB08G015570
BD4G34016	SB02G028720
BD1G19850	SB02G040880
BD2G27030	SB09G018870
BD1G70090	SB01G043000
BD1G08720	SB01G008190
BD2G46520	SB03G031120
BD1G52250	SB07G028700
BD5G09530	SB06G016090
BD4G41717	SB08G004180
BD1G77690	SB01G049700
BD1G01460	SB01G000970
BD3G15930	SB07G004520
BD3G29790	SB01G018420
BD1G67900	SB01G040900
BD4G06960	SB03G024000
BD3G36900	SB07G021670
BD1G18980	SB02G041860
BD3G09900	SB04G009950
BD3G36140	SB07G020640
BD2G07170	SB03G001540
BD1G63300	SB01G036240
BD1G50520	SB10G001250
BD1G50020	SB10G002080
BD4G28940	SB04G003220
BD1G11740	SB01G011110
BD3G28150	SB01G019930
BD2G24967	SB03G002770
BD4G03980	SB09G030940
BD1G01880	SB01G001480
BD3G38020	SB07G023170
BD1G60450	SB01G033240
BD2G27097	SB09G018780
BD2G18270	SB10G019730
BD2G56960	SB03G041820
BD2G40110	SB03G024030
BD3G29854	SB01G018350
BD3G54400	SB04G036250
BD2G57910	SB03G042960
BD3G19720	SB01G030010
BD3G42050	SB07G025200
BD1G20730	SB02G039910
BD5G19741	SB06G026800
BD4G29300	SB02G023550
BD1G17220	SB02G043490
BD3G42580	SB07G024590
BD1G09187	SB01G008590
BD2G21030	SB09G024440
BD2G52730	SB03G037420
BD3G45690	SB04G022540
BD2G25590	SB09G020090
BD5G16330	SB06G023200
BD2G51430	SB03G036050
BD1G23090	SB02G037860
BD2G10980	SB03G011520
BD1G32927	SB10G027500
BD2G33500	SB08G022930
BD3G01770	SB04G001570
BD2G03940	SB03G005050
BD2G57550	SB03G042510
BD1G67140	SB01G040090
BD1G70730	SB03G041610
BD4G35087	SB02G029750
BD1G27190	SB02G033640
BD1G52707	SB02G009290
BD1G15640	SB01G016050
BD1G72800	SB01G045370
BD1G16075	SB01G032050
BD2G57415	SB03G042340
BD2G16860	SB09G028200
BD1G59850	SB02G000250
BD3G59110	SB04G027790
BD1G20586	SB02G040050
BD3G56190	SB04G029100
BD2G43780	SB03G028180
BD2G61767	SB03G047000
BD3G44347	SB04G021110
BD3G48020	SB04G025200
BD4G19560	SB01G003450
BD1G27807	SB02G033310
BD5G14920	SB06G021830
BD4G39090	SB05G016810
BD1G12250	SB01G011760
BD2G40170	SB01G045820
BD5G25910	SB06G032640
BD1G08510	SB01G007980
BD4G45210	SB04G025580
BD2G61790	SB03G047020
BD3G38690	SB04G037270
BD3G53107	SB04G030150
BD1G44860	SB04G002310
BD1G57360	SB02G003270
BD1G60830	SB03G002160
BD5G25650	SB06G032350
BD2G10060	SB03G010640
BD1G50010	SB10G002050
BD1G24500	SB02G036560
BD5G16850	SB06G023720
BD2G57960	SB03G043050
BD3G45170	SB04G022020
BD1G06750	SB01G006240
BD3G10750	SB10G000990
BD2G52400	SB03G037100
BD2G30370	SB04G034880
BD4G39340	SB08G011320
BD1G42320	SB10G014430
BD2G56050	SB03G040920
BD3G44320	SB04G021050
BD3G39920	SB07G027830
BD5G15270	SB06G022140
BD5G23437	SB06G030240
BD3G18320	SB07G006400
BD2G55200	SB03G040140
BD2G20767	SB09G024680
BD1G26880	SB03G009060
BD1G37100	SB10G022990
BD2G41540	SB03G025780
BD1G31880	SB10G026580
BD4G25590	SB08G002790
BD2G07400	SB03G001270
BD2G40480	SB03G023980
BD2G18550	SB09G026810
BD4G39460	SB02G040360
BD3G27730	SB06G033090
BD2G35680	SB09G003930
BD2G12100	SB03G013110
BD4G31630	SB02G026110
BD3G28857	SB01G019240
BD2G50080	SB03G034820
BD2G03710	SB03G009135
BD1G12550	SB01G012050
BD1G08627	SB01G008120
BD1G74150	SB01G046230
BD2G35187	SB09G004180
BD2G39900	SB09G000380
BD1G02030	SB01G001650
BD2G47260	SB03G031915
BD1G71575	SB01G044190
BD2G04530	SB03G004350
BD4G40410	SB08G006400
BD3G47520	SB04G024600
BD1G41930	SB09G030040
BD4G10720	SB04G027120
BD4G37950	SB02G032750
BD5G16860	SB06G023730
BD1G68300	SB01G041320
BD3G47041	SB04G024130
BD4G39067	SB06G015870
BD1G62290	SB01G035240
BD4G33100	SB02G027620
BD4G35850	SB02G030590
BD3G01370	SB04G001100
BD3G40190	SB07G027500
BD2G36480	SB09G003265
BD3G28570	SB04G001080
BD3G34310	SB01G028050
BD1G33030	SB10G027590
BD1G23900	SB02G037160
BD1G77350	SB01G049410
BD3G25380	SB00G01305
BD2G21500	SB09G024020
BD4G02607	SB08G020570
BD2G08920	SB03G009630
BD5G20340	SB06G027340
BD2G50040	SB03G034785
BD3G12690	SB07G023570
BD5G26410	SB06G033160
BD3G48210	SB04G025410
BD2G28110	SB09G017250
BD2G34760	SB09G004620
BD3G23290	SB00G00780
BD1G02010	SB01G001630
BD5G23976	SB06G030640
BD2G55720	SB03G040660
BD2G27840	SB09G018090
BD3G33530	SB01G028860
BD2G03370	SB03G005990
BD2G20790	SB09G024650
BD2G52610	SB03G037310
BD2G58430	SB03G043540
BD3G05170	SB04G004650
BD2G25950	SB03G003980
BD2G62020	SB03G047310
BD2G57510	SB03G042470
BD3G14270	SB07G002480
BD2G35800	SB09G003840
BD1G38100	SB10G021880
BD2G49980	SB03G034730
BD2G31560	SB07G013560
BD3G01087	SB04G000790
BD3G53940	SB04G035720
BD3G11020	SB00G00990
BD2G22070	SB09G023650
BD2G48920	SB03G033650
BD1G11260	SB01G010480
BD1G16210	SB01G032340
BD1G36210	SB10G023910
BD2G47780	SB03G032470
BD1G51290	SB10G002720
BD1G10590	SB01G010010
BD3G19630	SB00G00210
BD2G03630	SB03G009105
BD2G04870	SB03G003970
BD4G41650	SB08G004240
BD2G37410	SB09G001580
BD3G22920	SB01G027260
BD4G04810	SB08G018120
BD2G52720	SB03G037410
BD1G33657	SB10G028350
BD2G12637	SB03G013780
BD2G07450	SB03G001210
BD4G24480	SB05G004790
BD4G35410	SB02G030105
BD1G11890	SB01G011340
BD1G53130	SB02G007910
BD1G52100	SB10G000600
BD1G07120	SB01G006610
BD2G40677	SB03G024590
BD2G50300	SB03G035020
BD5G15550	SB06G022520
BD1G28710	SB02G010640
BD2G08490	SB03G003890
BD1G75180	SB01G047050
BD3G24960	SB01G022310
BD1G09980	SB01G009410
BD3G31527	SB01G031180
BD3G33090	SB01G029390
BD1G48530	SB10G004380
BD3G40450	SB07G027070
BD1G07370	SB01G006910
BD1G19110	SB02G041720
BD5G07390	SB06G012950
BD4G37550	SB04G037080
BD4G42710	SB08G002950
BD5G23430	SB06G030230
BD1G67170	SB01G040120
BD1G30450	SB03G030020
BD2G16330	SB01G037260
BD4G30897	SB02G025370
BD1G11270	SB01G010450
BD4G25530	SB03G012680
BD4G09080	SB10G008840
BD1G48477	SB10G004410
BD3G19700	SB10G025640
BD2G09770	SB03G010330
BD5G25130	SB06G031890
BD3G29260	SB01G018920
BD2G38140	SB09G002280
BD3G40337	SB07G027290
BD3G03130	SB04G002870
BD4G30610	SB02G025077
BD1G32747	SB10G027310
BD5G10090	SB06G016660
BD3G43090	SB04G016750
BD3G01650	SB04G001330
BD2G37730	SB03G043830
BD3G42860	SB07G024130
BD3G50910	SB04G032610
BD3G43530	SB04G019260
BD4G14840	SB05G023010
BD1G18130	SB02G042590
BD2G26720	SB09G019200
BD1G66340	SB01G039200
BD1G70890	SB01G043590
BD1G27060	SB02G033970
BD2G36890	SB09G002950
BD2G50870	SB03G035540
BD2G43870	SB06G030680
BD2G15350	SB02G000730
BD1G62920	SB01G035850
BD2G61727	SB09G004800
BD4G30160	SB02G024580
BD2G26600	SB09G019350
BD1G56137	SB02G003980
BD3G50497	SB04G033100
BD1G34867	SB10G029660
BD1G71090	SB01G043780
BD1G15110	SB01G015150
BD5G13850	SB06G020636
BD1G56800	SB02G038240
BD4G06660	SB08G016280
BD5G11000	SB06G017990
BD5G24937	SB06G031685
BD3G54230	SB04G036090
BD1G03440	SB01G002920
BD4G05720	SB08G017070
BD2G41240	SB03G025410
BD1G73010	SB01G045560
BD3G30730	SB01G017440
BD2G43437	SB03G027800
BD3G17770	SB01G026340
BD2G58410	SB03G043510
BD2G58140	SB03G043190
BD1G77867	SB01G049850
BD3G47466	SB04G024550
BD5G25467	SB06G032130
BD5G17820	SB06G024700
BD4G29310	SB02G023560
BD2G15710	SB09G029270
BD3G03180	SB04G002470
BD5G20857	SB06G027750
BD3G33890	SB01G028530
BD3G01894	SB08G000220
BD3G48930	SB06G033240
BD1G41947	SB01G016850
BD2G46720	SB03G031370
BD1G29390	SB10G031190
BD1G37370	SB10G022700
BD3G49110	SB04G026410
BD3G05640	SB04G005080
BD1G34360	SB10G029170
BD3G48430	SB04G025625
BD1G68550	SB01G041470
BD1G57450	SB02G001920
BD4G28670	SB02G022920
BD5G07700	SB06G012060
BD3G00290	SB08G022730
BD3G11370	SB04G022880
BD3G06260	SB04G005790
BD3G21670	SB01G027710
BD2G02930	SB03G006310
BD1G13320	SB01G012990
BD5G27560	SB06G034100
BD4G27470	SB02G019400
BD5G08810	SB06G015125
BD1G31737	SB10G026490
BD3G50850	SB04G032700
BD3G44000	SB04G020560
BD1G37630	SB10G022410
BD2G10240	SB03G010820
BD2G17000	SB09G028070
BD2G00310	SB03G005390
BD5G24380	SB06G031100
BD5G00900	SB05G003010
BD4G35250	SB02G029880
BD1G66580	SB01G039520
BD3G46420	SB04G023500
BD1G76510	SB01G048510
BD3G19330	SB07G009510
BD5G20020	SB06G027055
BD2G47720	SB03G032400
BD2G45957	SB03G030560
BD2G45670	SB03G030210
BD5G19590	SB06G026620
BD1G06917	SB01G006383
BD1G63500	SB01G036410
BD3G05150	SB04G004620
BD2G06760	SB03G002070
BD1G50560	SB10G001290
BD5G18240	SB06G025210
BD4G02430	SB08G020760
BD3G38700	SB07G029060
BD4G39250	SB02G043730
BD1G76610	SB01G048610
BD1G51020	SB10G003190
BD3G02790	SB04G002440
BD4G05670	SB01G016520
BD5G26520	SB06G033300
BD4G16310	SB05G021800
BD3G14412	SB07G002690
BD2G24420	SB09G021250
BD1G70330	SB01G043190
BD1G34507	SB10G029250
BD1G60700	SB01G033540
BD1G21780	SB02G038940
BD1G71070	SB01G043750
BD4G35440	SB02G030090
BD3G57867	SB04G034280
BD3G39810	SB07G028020
BD2G29550	SB09G016520
BD4G35557	SB02G030290
BD2G46570	SB03G031180
BD3G47740	SB04G024890
BD1G54480	SB02G005960
BD2G56537	SB03G041390
BD2G24370	SB09G021290
BD5G13357	SB06G020030
BD2G06200	SB03G002650
BD3G52580	SB04G030740
BD1G00847	SB01G000460
BD1G27460	SB02G033430
BD2G22680	SB09G023020
BD2G16350	SB09G028680
BD2G05816	SB03G003010
BD2G43310	SB03G027700
BD5G17740	SB04G035600
BD3G51450	SB04G032090
BD4G33500	SB02G028150
BD3G05210	SB04G004670
BD5G03220	SB01G040860
BD1G44820	SB10G008500
BD5G14620	SB06G021500
BD1G28267	SB02G032970
BD5G20570	SB06G027440
BD1G15530	SB01G015800
BD1G07100	SB01G006590
BD4G04560	SB08G018320
BD4G36660	SB02G031430
BD2G31190	SB06G029150
BD1G59580	SB02G000450
BD4G27070	SB02G018670
BD4G17040	SB05G020360
BD2G19997	SB09G025390
BD4G36530	SB02G031270
BD2G55750	SB03G040690
BD3G06530	SB04G006020
BD1G48630	SB10G004130
BD1G71057	SB01G043740
BD3G56110	SB04G037940
BD3G04490	SB04G004100
BD3G05130	SB04G004590
BD1G71860	SB01G044560
BD4G27110	SB02G018880
BD1G09950	SB01G009370
BD2G36020	SB09G003620
BD1G24210	SB02G036800
BD5G27390	SB06G033960
BD4G19020	SB05G016820
BD3G12990	SB07G000560
BD1G32570	SB10G027190
BD1G43447	SB10G010720
BD1G13480	SB01G013170
BD3G06630	SB04G006140
BD1G52290	SB10G000360
BD2G50620	SB03G035290
BD3G39160	SB07G028660
BD4G11137	SB05G025940
BD1G69617	SB01G042570
BD2G41970	SB03G026090
BD4G33067	SB02G027560
BD2G11707	SB03G012570
BD2G43670	SB03G028000
BD4G29280	SB02G023530
BD2G48230	SB03G032920
BD4G32210	SB02G026650
BD1G58500	SB02G003150
BD1G02450	SB01G001990
BD1G60100	SB01G032740
BD4G06980	SB08G015440
BD5G16890	SB06G023750
BD1G62950	SB01G035880
BD1G61771	SB01G034660
BD1G36890	SB10G023250
BD2G27330	SB09G018560
BD1G60270	SB01G032930
BD4G44050	SB10G026800
BD2G38870	SB05G005990
BD2G02750	SB03G006550
BD1G45900	SB10G007260
BD1G61764	SB01G034640
BD3G00804	SB04G000550
BD3G36277	SB07G020840
BD2G56090	SB03G040960
BD2G44260	SB09G011890
BD2G03670	SB03G009050
BD2G04440	SB03G004440
BDCG00660	SBCG00780
BD3G53900	SB04G035690
BD1G58440	SB04G028240
BD1G29220	SB02G029370
BD3G55230	SB04G037060
BD3G30600	SB01G017260
BD5G22060	SB06G028860
BD2G46880	SB03G031540
BD3G56230	SB04G029150
BD1G67110	SB01G040060
BD4G02970	SB01G004350
