single1	single2
BD3G47466	OS07G41900
BD5G25467	OS04G57230
BD5G11300	OS04G36620
BD5G17820	OS04G46700
BD4G29310	OS09G20910
BD1G18420	OS07G47150
BD2G15710	OS05G49910
BD3G03180	OS09G02130
BD5G20857	OS04G51570
BD3G33890	OS10G41940
BD3G01894	OS11G11060
BD3G48930	OS02G40680
BD4G38720	OS09G39660
BD1G41947	OS03G35340
BD2G46720	OS01G49010
BD1G29390	OS06G51420
BD1G37370	OS06G37640
BD1G32990	OS06G46900
BD4G01760	OS12G41930
BD3G49110	OS02G40870
BD2G36460	OS05G05220
BD3G05640	OS02G07920
BD1G67410	OS03G15560
BD1G34360	OS06G48970
BD1G57450	OS07G03160
BD3G13610	OS08G02130
BD4G28670	OS09G19734
BD5G07700	OS04G31240
BD3G00290	OS02G01110
BD3G11370	OS02G20490
BD3G06260	OS02G09340
BD3G21670	OS02G54360
BD2G02930	OS01G05080
BD1G13320	OS03G45290
BD5G27560	OS04G59560
BD5G18900	OS04G48410
BD4G27470	OS09G12530
BD5G08810	OS04G33050
BD1G31737	OS06G45250
BD4G16230	OS11G35870
BD3G50850	OS02G44290
BD3G44000	OS02G30310
BD1G37630	OS06G37070
BD2G10240	OS01G16620
BD2G17000	OS05G48340
BD3G10920	OS02G21630
BD2G04160	OS01G07340
BD2G00310	OS01G06460
BD5G24380	OS04G55950
BD5G00900	OS10G13850
BD4G35250	OS09G34070
BD1G66580	OS03G16870
BD3G46420	OS02G35900
BD1G76510	OS03G03690
BD3G19330	OS08G16600
BD3G26670	OS10G25600
BD5G20020	OS04G50208
BD2G47720	OS01G50930
BD2G45957	OS01G47620
BD1G22060	OS07G41260
BD2G45670	OS01G47190
BD5G19590	OS04G49610
BD1G06917	OS03G56620
BD1G63500	OS03G21270
BD3G29900	OS10G35390
BD3G05150	OS02G07220
BD2G06760	OS01G11260
BD2G41710	OS01G39630
BD1G50560	OS06G02520
BD5G18240	OS04G47290
BD4G02430	OS12G41190
BD3G38700	OS08G37820
BD4G39250	OS12G16690
BD4G04407	OS12G37850
BD3G00387	OS02G01230
BD1G51020	OS06G05390
BD3G02790	OS02G03670
BD4G05670	OS03G36910
BD5G26520	OS04G58600
BD4G16310	OS11G35340
BD3G14412	OS08G04120
BD2G24420	OS05G35470
BD1G35790	OS06G41770
BD1G70330	OS03G11310
BD1G34507	OS06G49080
BD1G60700	OS03G27320
BD1G71070	OS03G10450
BD4G35440	OS09G34300
BD3G57867	OS02G52880
BD3G39810	OS08G39380
BD2G29550	OS05G28370
BD4G35557	OS09G35000
BD2G46570	OS01G48760
BD3G47740	OS02G38240
BD1G54480	OS07G10300
BD2G24370	OS05G35540
BD5G13357	OS04G40050
BD2G06200	OS01G10340
BD3G52580	OS02G47360
BD1G00847	OS03G64110
BD1G27460	OS07G30170
BD2G22680	OS05G39230
BD2G16350	OS05G49130
BD2G05816	OS01G09750
BD2G43310	OS01G42630
BD2G07237	OS01G12180
BD5G17740	OS04G46610
BD4G33500	OS09G31050
BD3G05210	OS02G07250
BD5G03220	OS10G13800
BD1G44820	OS06G13020
BD5G14620	OS04G42040
BD1G28267	OS07G28840
BD5G20570	OS04G51166
BD1G15530	OS03G38500
BD1G07100	OS03G56390
BD4G04560	OS12G37610
BD4G36660	OS09G36982
BD2G31190	OS05G24880
BD1G59580	OS07G01320
BD4G27070	OS09G10820
BD4G17040	OS11G33100
BD2G19997	OS05G43810
BD4G36530	OS09G36820
BD1G55030	OS07G08950
BD2G55750	OS01G64270
BD3G06530	OS02G09590
BD1G48630	OS06G06530
BD1G71057	OS03G10460
BD3G56110	OS02G57990
BD3G04490	OS02G06410
BD3G05130	OS02G07200
BD1G71860	OS03G09060
BD4G27110	OS09G10850
BD1G09950	OS03G51920
BD2G36020	OS05G05560
BD1G24210	OS07G38160
BD5G27390	OS04G59420
BD4G19020	OS11G29630
BD3G12990	OS08G09320
BD5G16520	OS04G44800
BD1G32570	OS06G46390
BD1G43447	OS06G17830
BD1G13480	OS03G44830
BD3G06630	OS02G09780
BD1G52290	OS06G01360
BD4G40150	OS12G10784
BD2G50620	OS01G55670
BD3G39160	OS08G38570
BD4G11137	OS11G43610
BD1G69617	OS03G12120
BD1G76880	OS03G03360
BD4G33067	OS09G30100
BD2G11707	OS01G20030
BD2G43670	OS01G43060
BD2G48750	OS01G52760
BD4G29280	OS09G20860
BD2G48230	OS01G51860
BD4G32210	OS09G28480
BD1G58500	OS07G05870
BD1G02450	OS03G62170
BD1G60100	OS03G29730
BD4G06980	OS12G31460
BD5G16890	OS04G45280
BD1G62950	OS03G22140
BD1G61771	OS03G24830
BD1G36890	OS06G39660
BD2G27330	OS05G30920
BD4G19627	OS06G27650
BD1G60270	OS03G29180
BD1G02610	OS03G61950
BD4G44050	OS04G28020
BD1G53100	OS07G15670
BD2G38870	OS10G14180
BD2G02750	OS01G04870
BD1G45900	OS06G11170
BD3G00804	OS02G01480
BD2G26620	OS05G32440
BD1G20550	OS07G43540
BD3G36277	OS08G33082
BD3G07997	OS02G11940
BD2G56090	OS01G64720
BD2G44260	OS05G25780
BD2G03670	OS01G01295
BD2G04440	OS01G07720
BDCG00660	OSCG00780
BD3G53900	OS01G56090
BD1G58440	OS07G05650
BD1G29220	OS12G17830
BD3G55230	OS02G57050
BD4G04800	OS12G37390
BD3G30600	OS10G36860
BD2G09620	OS01G15780
BD2G46880	OS01G49340
BD3G56230	OS02G49620
BD1G67110	OS03G15930
BD4G02970	OS04G52850
BD1G34800	OS06G49510
BD1G10040	OS03G51700
BD2G11490	OS01G19470
BD5G22027	OS02G20280
BD5G17980	OS04G46930
BD5G10400	OS04G35380
BD4G08810	OS09G04880
BD5G08320	OS04G32090
BD3G54680	OS02G56190
BD4G38147	OS07G04200
BD1G63967	OS03G20460
BD1G26457	OS07G32670
BD2G37840	OS05G03060
BD3G08100	OS02G12600
BD4G08620	OS09G04100
BD1G28410	OS07G28400
BD3G16010	OS08G07060
BD2G43770	OS01G43220
BD2G56240	OS01G64920
BD1G01660	OS03G63360
BD5G16340	OS04G44550
BD1G59990	OS03G30092
BD4G13720	OS11G40090
BD2G16210	OS01G65580
BD1G52670	OS07G22650
BD3G22960	OS10G11340
BD3G47350	OS02G37600
BD5G12847	OS04G39260
BD3G20690	OS05G03200
BD1G68140	OS03G14290
BD5G13710	OS04G40670
BD3G43700	OS02G29320
BD1G69350	OS03G12460
BD3G53880	OS02G55000
BD2G61930	OS01G73780
BD1G59740	OS07G01200
BD3G05286	OS02G07480
BD3G26980	OS10G28410
BD5G23715	OS04G55100
BD2G15950	OS05G49410
BD5G07180	OS04G30740
BD2G06627	OS01G11070
BD5G11360	OS04G36062
BD2G33630	OS05G08920
BD2G52920	OS01G59510
BD4G20557	OS11G16430
BD5G17390	OS04G46050
BD1G22930	OS07G39980
BD1G34950	OS06G49780
BD1G26180	OS07G33360
BD2G28087	OS05G28950
BD3G34780	OS08G29780
BD4G13770	OS11G40200
BD4G07780	OS12G27070
BD1G12110	OS03G48380
BD1G75460	OS03G05040
BD5G22280	OS04G53220
BD1G67990	OS03G14040
BD2G57887	OS01G67570
BDCG00540	OSCG00640
BD1G64530	OS03G19390
BD2G10670	OS01G17020
BD3G13580	OS08G02080
BD4G08060	OS12G21710
BD1G27595	OS07G30110
BD1G12100	OS03G48390
BD4G34660	OS09G32940
BD5G05920	OS04G28170
BD5G15520	OS04G43350
BD2G07437	OS01G12540
BD3G47417	OS02G37856
BD2G03487	OS01G01400
BD3G36437	OS08G33320
BD3G03790	OS02G05490
BD3G47860	OS02G38480
BD3G02900	OS02G03850
BD4G35130	OS09G33950
BD2G02250	OS01G04200
BD1G34820	OS06G49530
BD1G19710	OS07G44940
BD3G55210	OS02G57030
BD2G53990	OS01G61430
BD1G65180	OS03G18540
BD1G37220	OS06G38960
BD2G51610	OS01G56890
BD1G17665	OS07G48244
BD3G27660	OS10G30640
BD2G26310	OS05G33020
BD1G13600	OS04G58380
BD2G50700	OS01G55770
BD4G36790	OS09G37080
BD2G60097	OS01G70950
BD5G02260	OS04G01540
BD2G28000	OS05G29020
BD2G32240	OS05G12330
BD2G19530	OS05G44350
BD2G19240	OS05G45040
BD2G49727	OS01G54390
BD1G72092	OS03G08820
BD3G06860	OS02G10050
BD1G46520	OS06G09930
BD4G39530	OS12G13824
BD1G56120	OS07G07550
BD1G61170	OS03G26090
BD1G60480	OS03G27840
BD3G22350	OS08G25700
BD5G11940	OS04G37810
BD5G21040	OS04G51880
BD1G66960	OS03G16120
BD1G02780	OS03G61750
BD4G31750	OS09G27610
BD1G20067	OS07G44360
BD1G14877	OS03G40780
BD2G60730	OS01G71990
BD4G30000	OS05G28090
BD3G15890	OS08G07430
BD3G34360	OS10G42540
BD1G70880	OS03G10755
BD2G25800	OS05G33520
BD2G43400	OS01G42770
BD1G12210	OS03G48110
BD1G33110	OS07G28280
BD3G45977	OS02G35200
BD1G00677	OS03G64250
BD1G20180	OS07G44230
BD1G38700	OS06G33810
BD1G61360	OS03G25720
BD1G55460	OS07G08410
BD1G08790	OS03G53580
BD3G55690	OS02G57500
BD3G50670	OS10G21020
BD1G11610	OS03G49450
BD4G42850	OS05G28480
BD2G12600	OS01G24090
BD2G61360	OS01G72870
BD4G04370	OS12G37880
BD1G72880	OS03G07960
BD2G35110	OS05G06290
BD5G27617	OS04G59630
BD4G20190	OS11G19460
BD3G10090	OS02G17250
BD3G59490	OS02G51020
BD1G59190	OS07G01730
BD1G27880	OS09G01680
BD4G37160	OS09G37720
BD1G15040	OS03G40310
BD3G07840	OS02G11750
BD3G01450	OS02G02390
BD3G11120	OS02G25840
BD1G49580	OS06G03676
BD2G02770	OS01G04900
BD1G32590	OS06G46372
BD1G23480	OS07G39300
BD3G02930	OS02G03820
BD3G51420	OS02G45090
BD2G45130	OS01G45900
BD1G60140	OS03G29480
BD3G53560	OS02G48780
BD1G43200	OS06G19480
BD1G48030	OS06G07620
BD3G22650	OS06G24594
BD3G10760	OS02G22070
BD1G65860	OS03G17634
BD5G17970	OS04G46920
BD5G14120	OS04G41260
BD5G03697	OS04G14760
BD1G65920	OS03G17560
BD5G07397	OS04G31050
BD2G08970	OS01G14960
BD2G08030	OS01G13390
BD1G09177	OS03G53020
BD1G42730	OS06G21330
BD5G16380	OS04G44590
BD1G74860	OS03G05800
BD1G14620	OS03G42040
BD3G10360	OS02G17990
BD1G52430	OS04G30720
BD4G16870	OS11G34140
BD1G57390	OS07G05950
BD1G44640	OS06G13220
BD2G37817	OS05G03050
BD2G29350	OS05G28500
BD3G01680	OS02G02590
BD2G39200	OS05G01950
BD2G61920	OS01G73750
BD1G69380	OS03G12414
BD1G47407	OS06G08390
BD1G76000	OS03G04370
BD1G01300	OS03G63530
BD1G10060	OS03G51680
BD5G09940	OS04G34460
BD5G12490	OS04G38850
BD2G07660	OS01G12840
BD4G31350	OS09G39980
BD1G48360	OS06G07000
BD5G18857	OS03G46480
BD1G62230	OS03G23970
BD3G34990	OS08G29160
BD1G19670	OS07G45000
BD4G23300	OS06G21550
BD1G76835	OS03G03420
BD2G05487	OS01G09020
BD2G45400	OS01G46590
BD5G21850	OS04G52580
BD3G57857	OS02G52900
BD4G37490	OS09G38300
BD1G28300	OS07G28800
BD3G11000	OS02G21110
BD1G16240	OS03G30920
BD1G29077	OS07G27460
BD1G31400	OS06G44880
BD2G55417	OS01G63840
BD2G26440	OS05G32680
BD2G15290	OS05G50500
BD2G01560	OS01G03080
BD1G22566	OS07G40770
BD3G40300	OS08G40450
BD2G58200	OS03G13960
BD1G35820	OS06G41710
BD2G34490	OS05G07632
BD4G06630	OS12G32374
BD4G38520	OS09G39474
BD1G67190	OS03G15850
BD3G53480	OS02G48680
BD1G17930	OS07G47840
BD3G10770	OS05G05600
BD2G25240	OS05G34480
BD3G48550	OS02G39880
BD2G11090	OS01G18280
BD3G27740	OS10G30910
BD5G23240	OS04G54350
BD2G07430	OS01G12530
BD5G18670	OS04G48020
BD1G65687	OS03G17910
BD2G23200	OS05G38590
BD2G53107	OS01G59860
BD2G07190	OS01G12110
BD1G11550	OS03G49490
BD4G23700	OS11G07970
BD4G39640	OS12G13160
BD4G35920	OS09G35900
BD3G55590	OS02G57430
BD3G52277	OS02G46839
BD3G52040	OS02G46320
BD1G13250	OS03G45344
BD1G15300	OS03G36630
BD1G20140	OS07G44310
BD2G45490	OS01G46810
BD3G23267	OS10G25000
BD2G10170	OS01G16510
BD5G16830	OS04G45180
BD1G65650	OS03G17950
BD5G23790	OS04G55180
BD1G53780	OS07G12330
BD3G26377	OS10G27180
BD4G30660	OS09G25640
BD1G47387	OS06G08470
BD3G60460	OS02G58250
BD4G40560	OS12G09290
BD2G15820	OS05G49750
BD1G36350	OS06G40590
BD1G58240	OS07G05040
BD1G08200	OS03G54980
BD1G54457	OS07G10390
BD1G34717	OS06G49450
BD3G08040	OS02G12360
BD3G29600	OS10G34810
BD2G09800	OS01G16080
BD3G16420	OS08G06240
BD1G47556	OS06G08300
BD1G42030	OS06G28970
BD2G01511	OS01G03030
BD2G06410	OS01G10630
BD4G08840	OS01G32130
BD1G13226	OS03G45400
BD2G18890	OS05G45580
BD1G09940	OS03G51930
BD1G36277	OS04G56770
BD3G48740	OS02G40110
BD2G53620	OS01G60830
BD4G33700	OS09G31350
BD3G60920	OS02G58790
BD5G19760	OS04G49940
BD3G17550	OS08G05280
BD2G32277	OS05G12140
BD4G12940	OS02G31070
BD2G30400	OS05G22614
BD3G29190	OS10G34320
BD5G10050	OS04G34610
BD1G11390	OS03G50420
BD2G03610	OS01G01340
BD1G64620	OS03G19260
BD3G18920	OS08G14620
BD1G44730	OS06G13100
BD2G56250	OS01G64930
BD4G20700	OS11G16320
BD1G19697	OS03G24920
BD1G37311	OS06G38320
BD5G18260	OS04G47310
BD2G06010	OS01G10080
BD4G27460	OS09G12500
BD2G50180	OS01G55094
BD1G70420	OS03G11230
BD3G47034	OS02G37050
BD1G51470	OS06G04610
BD2G02780	OS01G04910
BD3G09300	OS02G14860
BD1G02080	OS03G62610
BD2G13780	OS01G33230
BD3G33377	OS10G41180
BD2G08910	OS01G14890
BD5G23190	OS04G54320
BD3G21280	OS07G09800
BD1G48800	OS06G06330
BD3G01330	OS01G01050
BD1G37430	OS06G37570
BD2G53160	OS01G59910
BD2G27740	OS05G30420
BD5G10270	OS04G35200
BD3G11460	OS02G20860
BD4G18830	OS11G30484
BD1G15340	OS03G39010
BD5G09010	OS12G22880
BD1G42700	OS06G21560
BD2G34900	OS05G06510
BD1G05156	OS03G58620
BD4G05817	OS12G35060
BD4G03114	OS12G39840
BD2G31680	OS05G15180
BD1G35210	OS06G50130
BD5G19940	OS12G39370
BD3G05050	OS02G07150
BD1G18740	OS07G46710
BD1G21770	OS07G41710
BD2G09707	OS01G15850
BD1G69557	OS03G12238
BD3G10200	OS05G33290
BD2G55710	OS01G64190
BD3G10980	OS02G21280
BD1G67630	OS03G15240
BD1G19130	OS07G46420
BD3G04310	OS05G22930
BD2G53600	OS01G60800
BD1G25260	OS07G36420
BD3G39600	OS08G39150
BD1G26080	OS07G33650
BD2G31270	OS05G25210
BD1G15170	OS03G39830
BD5G23270	OS04G54380
BD4G02747	OS12G40500
BD2G45970	OS01G47630
BD1G33960	OS06G48510
BD4G05590	OS12G35550
BD4G33377	OS09G30410
BD3G31980	OS10G38930
BD1G43110	OS06G19650
BD3G40220	OS08G40190
BD5G17027	OS04G45600
BD4G19220	OS11G29700
BD1G13490	OS03G44820
BD1G51220	OS06G05190
BD5G07790	OS04G31390
BD2G47380	OS01G50120
BD2G43390	OS01G42760
BD1G08294	OS03G54770
BD1G02910	OS03G61700
BD1G32820	OS06G46700
BD1G35910	OS06G41390
BD5G13520	OS04G40430
BD2G53900	OS01G61330
BD5G16200	OS04G44340
BD1G68970	OS03G12560
BDCG00220	OSCG00260
BD1G65767	OS03G17800
BD5G25810	OS04G57650
BD2G50830	OS01G55900
BD3G07530	OS02G10820
BD1G73720	OS03G07340
BD2G04317	OS01G07540
BD3G29740	OS10G35000
BD1G14760	OS10G21470
BD2G07280	OS01G12250
BD2G53710	OS01G61020
BD2G43367	OS01G42720
BD3G52650	OS02G47450
BD4G35060	OS09G33870
BD2G08600	OS01G14420
BD3G53490	OS06G21410
BD2G40880	OS01G36970
BD1G01220	OS03G63660
BD4G07620	OS05G33300
BD2G48640	OS01G52610
BD3G46050	OS02G35450
BD3G16515	OS08G06110
BD3G01887	OS02G02810
BD1G35150	OS06G50090
BD3G19440	OS08G16840
BD3G53330	OS02G48480
BD5G15402	OS04G43164
BD3G27420	OS10G30300
BD3G02612	OS02G03430
BD1G09780	OS02G25080
BD1G03860	OS03G60460
BD4G40760	OS12G08790
BD1G06410	OS03G57260
BD2G16537	OS05G48940
BD2G42040	OS01G40310
BD1G52720	OS07G18250
BD3G48470	OS02G39730
BD5G20800	OS04G51360
BD1G10300	OS03G51380
BD2G58030	OS01G67830
BD4G37180	OS09G37740
BD1G44750	OS06G13070
BD2G61420	OS01G72960
BD1G76740	OS03G03530
BD2G01890	OS01G03660
BD2G23430	OS05G38330
BD3G03830	OS02G05520
BD4G06100	OS12G34370
BD3G33910	OS02G17850
BD5G15750	OS04G43670
BD5G27580	OS04G59580
BD2G53890	OS01G61320
BD1G04800	OS03G59160
BD1G63890	OS03G20570
BD2G36330	OS05G05300
BD4G30297	OS09G24954
BD1G11200	OS03G50110
BD1G38630	OS05G09400
BD3G55130	OS02G56950
BD1G68030	OS03G14570
BD1G59500	OS07G01480
BD1G00830	OS03G64140
BD3G30780	OS10G36480
BD1G08907	OS03G53300
BD1G21360	OS07G43010
BD5G00560	OS04G08330
BD4G21025	OS11G14070
BD1G69790	OS03G11710
BD1G71400	OS03G10070
BD3G55330	OS02G57170
BD3G37280	OS08G34760
BD3G54150	OS08G19370
BD4G31070	OS09G26580
BD3G20720	OS10G15300
BD5G19090	OS04G48840
BD4G24377	OS11G07030
BD5G15990	OS04G44070
BD3G41860	OS08G42950
BD1G31640	OS06G45070
BD2G06220	OS05G11320
BD5G08590	OS04G32600
BD2G19980	OS05G43830
BD2G20600	OS05G42280
BD3G46880	OS02G36850
BD1G71517	OS03G09920
BD1G11557	OS03G49485
BD1G71480	OS10G21860
BD3G13150	OS08G01370
BD1G61610	OS03G25130
BD3G14440	OS08G04150
BD2G41250	OS01G37850
BD3G36960	OS08G34160
BD5G23500	OS04G54820
BD1G02930	OS03G61680
BD3G28257	OS10G32860
BD5G03850	OS04G20590
BD2G61490	OS01G73110
BD1G53910	OS07G12160
BD1G61050	OS03G26450
BD1G57060	OS07G06644
BD4G33570	OS09G31170
BD2G41230	OS01G37832
BD1G68690	OS03G13490
BD2G13200	OS05G16250
BD1G21647	OS07G42080
BD2G35610	OS05G05930
BD4G31790	OS09G27690
BD2G48840	OS01G52890
BD3G06280	OS02G09380
BD2G14200	OS05G51710
BD3G22600	OS10G08840
BD4G34140	OS09G32240
BD1G44577	OS06G13570
BD1G12940	OS03G46310
BD3G41040	OS08G41680
BD4G30210	OS09G24710
BD5G14887	OS04G42490
BD5G15310	OS04G43040
BD3G55905	OS02G57780
BD2G61410	OS01G72950
BD2G46970	OS01G49490
BD1G09870	OS03G51984
BD2G34480	OS05G07640
BD2G10260	OS01G16550
BD1G14380	OS03G42799
BD1G31767	OS06G45330
BD3G01730	OS02G02690
BD2G21136	OS05G41620
BD1G07132	OS03G56320
BD3G52250	OS02G46750
BD1G50890	OS06G05640
BD3G44100	OS02G30610
BD2G07272	OS01G12230
BD1G75800	OS03G04580
BD2G49580	OS01G54090
BD2G50670	OS01G55730
BD2G57597	OS01G67170
BD1G28600	OS07G27350
BD1G28560	OS01G24020
BD4G06500	OS12G32630
BD1G11510	OS03G50530
BD1G64400	OS03G19540
BD3G34245	OS10G42700
BD1G00880	OS03G64100
BD5G13600	OS04G40550
BD1G73830	OS03G07190
BD5G26880	OS04G58970
BD1G30930	OS06G44060
BD3G46410	OS02G35890
BD3G28470	OS10G33270
BD2G19260	OS05G45030
BD3G57425	OS02G53430
BD1G18595	OS07G47340
BD2G26900	OS05G32190
BD2G55950	OS01G64520
BD5G27040	OS04G59050
BD2G09550	OS01G15660
BD5G18970	OS04G48520
BD1G63277	OS03G21630
BD4G40364	OS12G10510
BD3G46140	OS02G35620
BD3G11450	OS02G20870
BD2G48510	OS01G52400
BD1G10310	OS03G51350
BD4G22220	OS11G10990
BD2G13367	OS12G15590
BD5G22350	OS04G53360
BD3G42830	OS08G44410
BD3G17710	OS08G10470
BD1G72750	OS03G08140
BD5G01450	OS05G09600
BD1G23040	OS07G39850
BD2G58077	OS01G67920
BD4G20740	OS11G16280
BD2G62610	OS01G74500
BD2G19790	OS03G60950
BD3G41350	OS08G42040
BD3G35130	OS08G28890
BD1G29287	OS06G51500
BD1G50280	OS06G02370
BD4G27850	OS09G13940
BD3G01590	OS02G02524
BD2G40570	OS01G36090
BD1G12320	OS03G47980
BD1G66040	OS03G17450
BD2G40980	OS01G37470
BD1G35600	OS06G42560
BD1G61440	OS07G49510
BD3G16192	OS08G06520
BD2G41350	OS01G38490
BD2G48220	OS01G51850
BD3G20730	OS08G23140
BD4G30665	OS09G25650
BD4G44290	OS05G44020
BD3G47157	OS02G37150
BD1G44380	OS06G13910
BD5G14480	OS04G41800
BD5G24730	OS04G56140
BD3G48110	OS02G39180
BD2G51550	OS01G56820
BD2G62090	OS01G74010
BD3G43230	OS02G26960
BD1G11960	OS05G13390
BD5G14070	OS04G41150
BD4G31290	OS09G26840
BD2G24230	OS05G35970
BD2G14260	OS05G51650
BD3G13640	OS08G02190
BD1G69090	OS03G12720
BD1G71770	OS03G09160
BD1G24410	OS07G37850
BD5G03420	OS05G51060
BD2G34160	OS05G08410
BD5G24830	OS04G56500
BD3G47560	OS02G38029
BD5G22510	OS04G53490
BD4G16480	OS11G34940
BD2G09085	OS01G15029
BD2G21980	OS05G40780
BD1G24580	OS07G37800
BD4G05890	OS12G34880
BD4G35310	OS09G34140
BD1G03600	OS03G60750
BD1G26220	OS07G33320
BD1G78690	OS03G01016
BD5G11370	OS04G36058
BD1G73200	OS03G07440
BD3G48390	OS02G39580
BD4G27740	OS09G13600
BD1G75900	OS03G04470
BD2G08905	OS01G14870
BD1G77910	OS03G01840
BD2G02990	OS01G05130
BD2G48140	OS01G51710
BD1G41640	OS06G23504
BD3G38350	OS08G37280
BD3G54540	OS02G56030
BD2G18280	OS05G46280
BD1G10960	OS03G49630
BD4G19450	OS11G26990
BD2G58160	OS01G68030
BD2G01810	OS01G03500
BD1G66790	OS03G16470
BD4G28340	OS09G17580
BD3G55960	OS02G57830
BD4G20920	OS11G14240
BD3G29390	OS10G34580
BD2G16402	OS05G49060
BD2G01540	OS01G03060
BD1G01890	OS03G62770
BD2G27380	OS05G30810
BD2G08380	OS01G13940
BD1G13920	OS03G43910
BD1G24740	OS07G37570
BD1G60977	OS03G26791
BD2G52930	OS01G59520
BD1G56730	OS07G06990
BD1G50850	OS06G05670
BD2G46450	OS01G48500
BD1G45460	OS06G11910
BD1G66627	OS03G16790
BD5G26090	OS04G57970
BD5G05700	OS04G28060
BD5G12547	OS04G38920
BD1G24070	OS10G34660
BD1G09230	OS03G52920
BD1G24170	OS07G38220
BD1G22490	OS07G40820
BD5G27367	OS04G59394
BD1G65230	OS03G18490
BD5G08650	OS04G32480
BD3G17147	OS08G05540
BD1G03400	OS03G61030
BD1G71260	OS03G10224
BD3G36130	OS08G32650
BD1G68697	OS03G13480
BD2G31520	OS05G19470
BD3G29007	OS10G34030
BD3G32620	OS10G39890
BD3G47650	OS02G38170
BD2G25250	OS05G34470
BD2G54250	OS01G61890
BD5G16055	OS04G44200
BD1G28150	OS07G29190
BD3G55360	OS02G57200
BD2G49220	OS01G53620
BD1G31100	OS06G44190
BD1G69740	OS03G11780
BD2G20780	OS05G42110
BD5G12770	OS04G39170
BD3G38320	OS08G37260
BD3G09280	OS02G14710
BD1G50910	OS08G44550
BD3G56497	OS02G49150
BD4G06665	OS12G32284
BD3G49650	OS02G42374
BD1G00910	OS03G64060
BD3G14900	OS08G09360
BD2G09830	OS01G16100
BD4G22750	OS11G10110
BD1G13030	OS03G46110
BD1G77210	OS03G02820
BD2G59550	OS01G70400
BD3G52000	OS02G46140
BD4G28680	OS09G19750
BD5G20530	OS04G51140
BD1G66090	OS06G28950
BD2G15690	OS05G49940
BD1G37710	OS06G36940
BD5G14610	OS04G42030
BD1G45980	OS06G11060
BD3G29380	OS10G34570
BD2G55520	OS01G63950
BD1G64200	OS03G19940
BD3G52330	OS02G46956
BD5G13290	OS04G39950
BD4G19960	OS02G04725
BD3G50820	OS02G44250
BD3G07170	OS02G10370
BD2G43660	OS01G43050
BD4G03737	OS12G38800
BD5G23900	OS04G55250
BD5G24070	OS04G55600
BD2G11840	OS01G20970
BD4G39725	OS11G03870
BD1G71630	OS03G09300
BD2G62780	OS01G74620
BD4G28810	OS09G19880
BD5G22590	OS04G53560
BD3G07580	OS02G10900
BD3G21070	OS10G05720
BD1G29820	OS06G51140
BD1G77680	OS03G02300
BD4G07150	OS12G30610
BD1G03680	OS03G60660
BD3G40147	OS08G40120
BD3G37450	OS05G27340
BD2G44467	OS01G44250
BD1G25250	OS07G36430
BD5G17590	OS04G46380
BD2G41200	OS01G37810
BD2G53150	OS01G59900
BD1G71460	OS03G10040
BD3G08010	OS02G11950
BD1G24940	OS07G37140
BD1G75160	OS03G05460
BD4G06930	OS12G31510
BD1G34120	OS06G48680
BD1G07577	OS03G55630
BD1G72870	OS03G07980
BD1G34890	OS06G49700
BD2G41510	OS01G39000
BD2G08717	OS03G52390
BD1G01120	OS03G63740
BD1G30850	OS06G43990
BD1G10120	OS03G51640
BD1G38640	OS06G33390
BD4G28480	OS02G37440
BD3G02910	OS02G03840
BD5G22420	OS04G53450
BD5G24910	OS04G56610
BD1G23390	OS01G34790
BD5G26180	OS04G58120
BD2G33350	OS05G09580
BD4G21200	OS08G44650
BD3G24760	OS10G26670
BD1G76200	OS03G04080
BD1G70380	OS03G11250
BD3G39770	OS08G39320
BD5G18510	OS04G47820
BD1G38410	OS06G33340
BD4G42100	OS12G06130
BD3G35080	OS08G29100
BD4G40970	OS12G08210
BD1G35905	OS06G41410
BD2G51650	OS01G56969
BD3G59847	OS10G26560
BD1G17540	OSMG00320
BD4G06520	OS12G32580
BD2G42517	OS01G41170
BD3G06830	OS02G10010
BD1G63260	OS03G21650
BD2G06540	OS01G10880
BD5G07720	OS04G31290
BD1G04292	OS03G59650
BD1G78460	OS03G01216
BD2G45590	OS01G47040
BD4G23280	OS11G09150
BD3G06570	OS06G27370
BD2G50650	OS01G55720
BD1G50870	OS06G05650
BD1G26857	OS07G31650
BD1G18040	OS07G47650
BD4G32270	OS09G28600
BD1G64670	OS03G19170
BD1G15750	OS03G36439
BD2G50410	OS01G55410
BD1G42550	OS06G22390
BD2G57740	OS01G67390
BD1G06990	OS03G56500
BD1G59820	OS07G01100
BD4G19610	OS11G23220
BD1G52980	OS07G17300
BD1G21097	OS07G42740
BD3G09780	OS02G16030
BD1G01520	OS03G63440
BD3G47847	OS02G38470
BD2G46345	OS05G48680
BD1G30170	OS06G50350
BD3G23107	OS10G13630
BD3G52970	OS02G47930
BD3G02740	OS02G03590
BD1G01310	OS03G63540
BD4G21660	OS11G13710
BD3G28110	OS10G32590
BD4G36010	OS09G36120
BD4G41390	OS12G07530
BD3G46987	OS02G37020
BD1G53027	OS07G16150
BD4G31140	OS09G26670
BD1G09430	OS03G52660
BD2G14390	OS05G14270
BD2G02090	OS01G04010
BD2G16720	OS05G48730
BD1G76600	OS03G03640
BD2G50420	OS01G55420
BD4G45020	OS06G21120
BD5G02140	OS04G01610
BD3G49720	OS02G42470
BD2G07380	OS01G12464
