single1	single2
BD1G42340	OS06G29430
BD5G14560	OS04G41920
BD2G00650	OS01G01710
BD2G58667	OS01G68760
BD2G62630	OS01G74520
BD3G47760	OS02G38300
BD3G11230	OS08G40230
BD3G44920	OS02G33010
BD3G36920	OS08G34220
BD2G49850	OS01G54540
BD1G69590	OS03G12160
BD5G14200	OS04G41330
BD1G63490	OS03G21370
BD4G28877	OS09G19940
BD1G69180	OS03G12930
BD2G12247	OS01G22390
BD4G37930	OS09G38740
BDCG00580	OSCG00680
BD2G59260	OS01G68310
BD4G43660	OS11G03920
BD1G16770	OS07G49110
BD5G09180	OS04G33470
BD2G18250	OS05G46330
BD3G48080	OS02G39160
BD1G67127	OS03G15910
BD5G05230	OS04G28010
BD5G20927	OS04G51700
BD2G03701	OS01G01150
BD2G58420	OS01G68440
BD1G62590	OS03G22570
BD3G33537	OS10G41390
BD2G39150	OS05G02010
BD1G07230	OS03G56190
BD3G60850	OS02G58650
BD1G35070	OS06G49990
BD1G69650	OS03G12020
BD2G30480	OS05G23420
BD2G05445	OS05G22920
BD4G38980	OS02G51830
BD3G48690	OS02G40040
BD4G17200	OS11G32890
BD2G43480	OS01G42850
BD1G01740	OS03G63250
BD4G20800	OS11G14990
BD3G47590	OS02G38060
BD1G26277	OS07G33240
BD3G32180	OS10G39400
BD2G43580	OS01G42950
BD3G58166	OS02G52390
BD5G24950	OS04G56640
BD1G04840	OS03G59070
BD1G72470	OS03G08450
BD3G04900	OS02G06890
BD3G02960	OS02G03940
BD2G42470	OS01G41040
BD1G51560	OS08G08080
BD3G05620	OS02G07910
BD1G48730	OS06G06420
BD1G46620	OS06G09610
BD3G19870	OS08G19170
BD4G30450	OS09G25310
BD1G76300	OS03G03949
BD3G37370	OS08G34970
BD4G29190	OS09G20590
BD3G27400	OS10G30280
BD1G58920	OS07G02710
BD3G15520	OS08G08060
BD4G15350	OS11G37080
BD2G14950	OS05G50360
BD1G58350	OS07G05480
BD2G13767	OS01G32300
BD1G67150	OS12G19860
BD4G34860	OS09G33559
BD3G48870	OS02G40490
BD4G37380	OS09G38060
BD1G32580	OS06G46380
BD1G51060	OS06G04910
BD3G11530	OS02G23890
BD1G26910	OS07G31490
BD3G14277	OS08G03600
BD3G56060	OS02G57670
BD5G12400	OS04G38700
BD3G45990	OS02G35220
BD1G32690	OS06G46240
BD4G12037	OS11G42000
BD1G52460	OS06G01210
BD1G18250	OS07G47420
BD1G25870	OS07G34520
BD2G32530	OS02G17700
BD1G58030	OS07G04530
BD4G39227	OS12G17070
BD1G42660	OS06G21600
BD3G16290	OS08G06430
BD3G53430	OS02G48630
BD2G39840	OS05G01360
BD3G04440	OS02G06360
BD3G13970	OS08G02630
BD1G62800	OS03G22350
BD2G59037	OS01G69210
BD1G24860	OS07G37250
BDCG00210	OSCG00250
BD3G53390	OS02G48590
BD4G24237	OS11G06810
BD1G01007	OS03G63920
BD2G62760	OS01G74610
BD1G34560	OS06G49160
BD5G05220	OS04G20230
BD3G15300	OS08G08850
BD3G19400	OS08G16780
BD4G02260	OS04G51780
BD2G58070	OS01G67880
BD2G46610	OS01G48810
BD3G51910	OS02G45920
BD3G34260	OS10G42720
BD2G51900	OS01G57460
BD3G55260	OS02G57100
BD3G39520	OS08G39090
BD3G17027	OS08G05670
BD1G17950	OS07G47820
BD4G04540	OS12G37590
BD4G35417	OS09G34310
BD2G27310	OS07G23520
BD5G03810	OS04G14790
BD2G13730	OS01G33060
BD1G03920	OS03G60370
BD1G08830	OS03G53510
BD2G41690	OS01G39380
BD2G60690	OS03G47780
BD1G74940	OS03G05720
BD1G12820	OS03G46650
BD1G22300	OS07G40930
BD3G09010	OS02G13970
BD1G21060	OS07G42640
BD1G78430	OS10G41120
BD1G03270	OS03G61110
BD4G28490	OS09G17850
BD1G14660	OS03G42010
BD1G25420	OS07G36090
BD1G61210	OS05G19974
BD3G42590	OS08G44010
BD1G33210	OS06G47210
BD2G45757	OS01G47350
BD1G02630	OS03G61920
BD1G23100	OS07G39780
BD1G51010	OS06G05400
BD2G13630	OS01G31220
BD3G60780	OS02G58550
BD4G18377	OS11G31110
BD3G30390	OS10G36370
BD1G54610	OS07G09720
BD1G18120	OS07G47580
BD4G01035	OS12G43520
BD4G20160	OS11G19700
BD1G70710	OS03G10930
BD3G32900	OS10G40410
BD4G39150	OS12G18110
BD3G47472	OS02G37920
BD1G12067	OS03G48490
BD1G75780	OS03G04600
BD3G35197	OS08G28690
BD1G28090	OS07G29410
BD4G03890	OS12G38460
BD3G43822	OS02G29550
BD2G16300	OS05G49170
BD3G59890	OS02G50350
BD5G12880	OS04G39280
BD2G51010	OS01G56180
BD2G42400	OS01G40970
BD3G30360	OS10G36250
BD3G01630	OS02G02550
BD5G02990	OS07G04160
BD3G20650	OS08G23430
BD5G13780	OS04G40830
BD5G10570	OS04G35560
BD1G30350	OS06G43250
BD1G68320	OS03G14020
BD1G11020	OS03G49750
BD1G77900	OS03G01980
BD1G71180	OS03G10360
BD4G39887	OS12G12740
BD3G19100	OS08G15460
BD3G51830	OS02G45820
BD1G49120	OS06G06050
BD2G58390	OS01G68370
BD1G06620	OS03G57070
BD3G45450	OS02G34630
BD3G47770	OS09G02810
BD1G42790	OS06G20390
BD3G18940	OS08G14660
BD4G40710	OS12G08830
BD3G51240	OS02G44810
BD3G51437	OS02G45110
BD4G35382	OS09G34860
BD1G73110	OS03G07580
BD1G06780	OS03G56830
BD2G57270	OS01G66379
BD4G36507	OS09G36800
BD1G32300	OS06G45800
BD2G42180	OS01G40620
BD3G60127	OS02G54290
BD3G01550	OS02G02520
BD4G17260	OS11G32500
BD3G10690	OS02G21880
BD3G53887	OS02G55030
BD3G03627	OS02G04860
BD3G34940	OS08G29370
BD1G62480	OS03G22690
BD2G40420	OS01G34870
BD1G09370	OS03G52750
BD3G44960	OS02G33080
BD3G46940	OS02G36960
BD3G28850	OS02G19180
BD3G22740	OS10G10180
BD3G30150	OS10G35810
BD5G07310	OS01G47770
BD4G29480	OS09G21460
BD3G43520	OS02G27960
BD3G51750	OS02G45660
BD1G76550	OS03G03670
BD2G40990	OS01G37480
BD1G08810	OS03G53530
BD3G26680	OS10G27450
BD1G43120	OS06G19640
BD5G20690	OS04G51310
BD3G29410	OS10G34670
BD1G09340	OS03G52770
BD5G26930	OS04G59010
BD3G02690	OS02G03560
BD4G37360	OS09G38040
BD1G21755	OS07G41730
BD1G35780	OS06G24730
BD3G05970	OS02G08350
BD4G03800	OS12G38730
BD3G13560	OS08G02060
BD3G00690	OS02G01440
BD3G42950	OS10G25360
BD2G10090	OS01G16340
BD2G46860	OS01G49330
BD5G24257	OS04G55690
BD2G11910	OS01G21180
BD5G07710	OS04G31270
BD3G11210	OS02G24134
BD2G12290	OS01G22500
BD3G14240	OS08G03550
BD3G39960	OS05G33860
BD3G51340	OS02G44690
BD4G39480	OS12G13950
BD5G02940	OS04G20270
BD1G76677	OS03G03560
BD3G19120	OS08G15500
BD1G52180	OS06G01470
BD1G31307	OS01G23630
BD4G38200	OS03G46750
BD2G25940	OS05G33240
BD5G21937	OS04G52760
BD4G33310	OS12G13150
BD5G17407	OS04G46100
BD1G13590	OS03G44660
BD4G00497	OS12G44160
BD5G01340	OS04G03990
BD1G28310	OS07G28790
BD3G60820	OS02G58590
BD3G01750	OS02G02710
BD1G04477	OS07G29320
BD3G09870	OS02G16640
BD4G31060	OS09G26570
BD5G24397	OS04G55930
BD2G51140	OS01G56350
BD4G03302	OS07G42750
BD1G66130	OS03G17340
BD1G77270	OS03G02730
BD1G30370	OS06G43280
BD3G03340	OS02G04500
BD1G71340	OS03G10120
BD2G13870	OS01G34080
BD2G40770	OS01G36870
BD2G11790	OS05G48500
BD4G34120	OS09G32220
BD2G20190	OS05G43560
BD3G10380	OS02G18090
BD1G65220	OS03G18500
BD1G39937	OS06G22550
BD3G02190	OS02G03000
BD1G03380	OS03G61050
BD2G13660	OS01G31680
BD5G07930	OS07G22400
BD2G01520	OS01G03040
BD3G43120	OS02G26650
BD4G04360	OS12G37890
BD1G26930	OS07G31460
BD2G40040	OS05G01110
BD3G05437	OS02G07740
BD2G58960	OS01G69110
BD1G47970	OS06G07760
BD1G53730	OS07G12710
BD3G55390	OS02G57220
BD2G33300	OS05G10630
BD4G39120	OS12G18200
BD4G25680	OS12G18900
BD2G15960	OS05G11980
BD1G12980	OS03G46190
BD4G38270	OS09G39200
BD1G51620	OS06G04380
BD1G32317	OS06G45830
BD4G16820	OS11G34310
BD2G43002	OS01G42120
BD1G06590	OS03G57090
BD3G42730	OS08G44320
BD5G24470	OS04G56070
BD2G54127	OS01G61670
BD2G56490	OS01G65320
BD1G68060	OS03G14510
BD4G33320	OS09G30340
BD1G03660	OS03G60700
BD2G07490	OS01G33020
BD3G17130	OS08G05560
BD1G57377	OS07G05960
BD2G00620	OS12G44140
BD1G49670	OS06G03790
BD3G60517	OS02G58310
BD2G15870	OS05G49650
BD2G18227	OS03G21020
BD3G28120	OS10G32680
BD1G52690	OS07G19530
BD3G37910	OS08G36420
BD1G77887	OS03G01970
BD3G49580	OS02G42300
BD4G35470	OS04G31010
BD1G74590	OS03G06200
BD2G25410	OS05G34040
BD2G30810	OS05G24020
BD5G24580	OS04G56350
BD3G60190	OS02G54490
BD2G50450	OS01G55490
BD4G01900	OS12G41830
BD1G61820	OS03G24580
BD1G43210	OS06G19470
BD1G03840	OS03G60509
BD5G01960	OS04G02000
BD4G43750	OS12G10650
BD3G02200	OS02G03010
BD3G34557	OS10G42840
BD4G29630	OS09G23070
BD2G33610	OS05G08950
BD5G12010	OS04G37960
BD1G66010	OS03G17490
BD4G06950	OS12G31490
BD3G39240	OS08G38720
BD2G40400	OS01G34700
BD4G17280	OS11G32480
BD2G49430	OS01G53890
BD3G12820	OS08G45220
BD2G55350	OS01G63780
BD1G65657	OS03G17940
BD1G11300	OS03G50300
BD3G53130	OS02G48130
BD1G05070	OS03G58780
BD3G09570	OS02G19804
BD4G41610	OS12G07050
BD3G45910	OS02G35160
BD3G33520	OS10G41370
BD1G19480	OS07G22950
BD4G31680	OS09G27420
BD1G51640	OS06G04300
BD1G59810	OS03G01008
BD4G16847	OS11G34190
BD2G02560	OS01G04630
BD1G69360	OS03G12450
BD4G40900	OS12G08230
BD1G02950	OS03G61640
BD3G36650	OS08G33650
BD3G05370	OS02G15360
BD4G31470	OS09G27070
BD3G34220	OS10G42660
BD4G16300	OS11G35360
BD1G52700	OS07G19470
BD4G20500	OS11G16550
BD1G01070	OS03G63690
BD1G75930	OS03G04440
BD4G16510	OS11G34870
BD4G05550	OS10G08940
BD4G23470	OS03G36730
BD3G50020	OS02G42910
BD1G12280	OS03G48030
BD3G02150	OS02G02960
BD3G34290	OS10G42630
BDCG00490	OSCG00580
BD2G51240	OS01G56470
BD4G00300	OS12G44370
BD2G58370	OS01G68324
BD2G61010	OS01G72340
BD1G15377	OS03G38970
BD3G30127	OS09G36130
BD4G19100	OS11G28980
BD2G46660	OS01G48930
BD2G19560	OS05G44320
BD1G53217	OS07G14830
BD2G51580	OS01G56860
BD4G28830	OS09G19900
BD1G53790	OS07G12320
BD1G08880	OS03G53360
BD1G04550	OS03G59540
BD3G26800	OS10G28040
BD4G33660	OS09G31270
BD3G10670	OS02G19170
BD2G09370	OS01G15480
BD1G66000	OS03G17500
BD1G77780	OS03G02110
BD3G30750	OS10G36550
BD1G75360	OS03G05260
BD4G12180	OS11G41910
BD1G64320	OS03G19680
BD1G46740	OS06G09320
BD1G43700	OS06G16280
BD3G52940	OS02G47890
BD1G77280	OS03G02720
BD5G13467	OS04G40290
BD3G42627	OS08G44180
BD3G38220	OS08G36774
BD2G20030	OS05G43780
BD3G30000	OS10G35570
BD1G67450	OS03G15480
BD2G13510	OS04G17064
BD2G61540	OS01G73140
BD4G28380	OS09G17680
BD3G15430	OS08G08190
BD4G04140	OS12G38100
BD1G25057	OS07G36820
BD2G03740	OS01G01080
BD5G16510	OS02G42660
BD2G47450	OS01G50320
BD1G69747	OS03G11770
BD2G48387	OS12G10700
BD1G45920	OS06G11140
BD3G10937	OS02G21520
BD5G26047	OS04G57920
BD1G20410	OS07G43870
BD4G27600	OS09G12730
BD1G55317	OS02G26140
BD3G51640	OS02G45460
BD1G01780	OS03G63290
BD1G36960	OS05G09370
BD5G00580	OS04G08310
BD4G02070	OS12G41670
BD1G62240	OS03G23980
BD3G30047	OS10G35680
BD1G76290	OS03G03990
BD5G24160	OS04G55810
BD1G72830	OS03G07990
BD4G38350	OS03G31490
BD2G42700	OS01G41640
BD2G36217	OS05G05320
BD3G15570	OS02G56520
BD5G27570	OS04G59570
BD4G31830	OS09G27830
BD3G12240	OS07G29360
BD1G06945	OS05G22370
BD1G21710	OS07G41800
BD3G54847	OS02G56565
BD1G23880	OS12G40540
BD5G10460	OS04G35490
BD3G37770	OS08G36140
BD5G25350	OS04G57020
BD5G13340	OS04G40030
BD3G39830	OS08G39430
BD5G02270	OS04G01510
BD1G36860	OS06G39690
BD1G61057	OS03G26440
BD3G08420	OS02G13140
BD4G04580	OS12G37640
BD2G60548	OS01G71420
BD3G41240	OS08G41910
BD2G49520	OS01G54020
BD1G72086	OS03G08830
BD1G20780	OS07G43370
BD3G20620	OS08G23680
BD1G20790	OS07G43390
BD1G70840	OS03G10790
BD3G16187	OS08G06530
BD2G14720	OS05G50980
BD4G29547	OS09G21760
BD5G22130	OS04G33780
BD1G52450	OS05G27880
BD4G01590	OS12G42150
BD3G36530	OS08G33460
BD3G37260	OS08G34740
BD3G32560	OS10G39870
BD5G20670	OS04G51300
BD1G50040	OS06G04150
BD3G31760	OS06G23160
BD1G01710	OS03G63090
BD1G11365	OS03G50380
BD2G28460	OS05G28200
BD2G48810	OS01G52864
BD4G42217	OS12G05920
BD2G57867	OS01G67550
BD3G29300	OS10G34470
BD4G36650	OS09G36976
BD1G11700	OS03G49230
BD1G62630	OS03G22550
BD3G05390	OS02G07670
BD1G15740	OS03G37100
BD3G18700	OS08G14220
BD1G28507	OS07G27760
BD1G25780	OS07G34740
BD4G35140	OS09G33970
BD2G59450	OS01G70240
BD1G68237	OS03G13850
BD1G02400	OS03G62240
BD1G19550	OS07G45300
BD2G31967	OS05G13300
BD3G30070	OS10G35710
BD2G47650	OS01G50830
BD1G04240	OS03G59710
BD2G41027	OS01G37510
BD2G57260	OS01G66360
BD1G55947	OS04G21610
BD4G07390	OS12G29670
BD4G30050	OS09G24540
BD2G59950	OS01G70820
BD2G37517	OS05G02640
BD2G40010	OS05G01210
BD3G50520	OS02G43830
BD3G36270	OS08G33076
BD1G67290	OS03G15720
BD3G36577	OS11G32320
BD1G55150	OS07G08820
BD3G21700	OS08G27824
BD1G24320	OS07G38000
BD3G15060	OS08G09180
BD1G36000	OS06G41050
BD3G33820	OS10G41770
BD1G10810	OS03G49520
BD1G66670	OS03G16730
BD1G54817	OS09G26180
BD1G07520	OS03G55730
BD1G09200	OS03G52980
BD1G70937	OS03G10600
BD1G63540	OS07G07010
BD3G45810	OS02G35060
BD1G07530	OS03G55720
BD3G36120	OS08G32630
BD3G23340	OS10G23120
BD2G60720	OS01G72049
BD4G20930	OS11G14230
BD1G66350	OS03G17120
BD1G49150	OS06G06014
BD2G03820	OS06G27970
BD1G48447	OS06G06810
BD2G41187	OS12G07300
BDCG00550	OSCG00650
BD3G20440	OS08G21840
BD1G54050	OS07G11060
BD1G50790	OS06G05720
BD2G22250	OS05G40040
BD5G16410	OS04G44620
BD2G13337	OS01G01510
BD3G43470	OS02G27740
BD3G56710	OS02G26850
BD1G00530	OS03G64350
BD1G18650	OS07G46790
BD1G52600	OS07G19494
BD1G01227	OS03G63680
BD2G24290	OS05G35710
BD1G32970	OS06G46880
BD4G08230	OS09G02170
BD3G28320	OS10G32960
BD1G72180	OS03G08730
BD5G16250	OS04G44420
BD5G20320	OS04G50970
BD2G46306	OS01G48300
BD3G50320	OS02G43480
BD5G12730	OS04G39140
BD5G13910	OS04G40940
BD1G18900	OS07G46600
BD1G72160	OS03G08740
BD2G50680	OS01G55740
BD4G34980	OS09G33800
BDCG00080	OSCG00070
BD3G15920	OS08G07290
BD2G59710	OS01G70570
BD5G25400	OS04G57150
BD4G28850	OS09G19910
BD5G26782	OS04G58690
BD1G27080	OS07G31260
BD1G71820	OS03G09090
BD3G34580	OS10G42860
BD1G23560	OS07G39070
BD1G76590	OS03G03650
BD4G00770	OS12G43890
BD1G24690	OS07G37640
BD3G50710	OS02G44100
BD3G36600	OS08G33540
BD2G56160	OS01G64820
BD3G02330	OS02G03090
BD3G05226	OS02G07350
BD1G13150	OS03G45770
BD3G32497	OS10G39800
BD5G22560	OS04G53530
BD2G59520	OS01G70330
BD2G59220	OS01G69960
BD4G07190	OS12G30510
BD2G13760	OS01G31629
BD1G70790	OS03G10850
BD4G36330	OS09G36480
BD2G04280	OS01G07490
BD2G51880	OS01G57440
BD3G31377	OS10G37640
BD5G15930	OS04G43916
BD1G34537	OS06G49140
BD3G01970	OS02G02880
BD1G23980	OS07G38490
BD1G68720	OS03G13450
BD2G49200	OS01G53600
BD5G01220	OS04G04320
BD4G01090	OS12G43120
BD3G07040	OS02G10160
BD1G24110	OS07G38300
BD4G42110	OS12G06100
BD1G07340	OS03G55970
BD5G21900	OS04G52710
BD4G20570	OS11G16420
BD4G44820	OS03G25260
BD5G09630	OS04G33940
BD3G49070	OS02G40830
BD3G37310	OS08G34800
BD4G18840	OS11G30430
BD1G62700	OS03G22450
BD4G09437	OS03G31730
BD1G72310	OS03G08640
BD1G78710	OS03G01014
BD1G14290	OS03G43020
BD4G23417	OS11G08660
BD4G08140	OS12G19350
BD1G15400	OS03G38950
BD4G05560	OS12G35580
BD2G36660	OS05G04940
BD1G45820	OS06G11370
BD1G07950	OS03G55200
BD1G64370	OS03G19580
BD2G30460	OS05G23130
BD1G59970	OS06G30320
BD3G54140	OS02G55340
BD3G04467	OS02G06390
BD3G43737	OS02G29464
BD3G56126	OS04G10400
BD3G07130	OS02G10310
BD5G15200	OS04G42910
BD3G10250	OS02G17650
BD5G22700	OS04G53670
BD1G09410	OS03G52680
BD1G24830	OS07G37310
BD4G20537	OS11G17610
BD1G33720	OS06G47970
BD4G34470	OS09G32710
BD3G57940	OS02G52820
BD3G45840	OS02G35090
BD2G21210	OS05G41530
BD3G02320	OS02G03070
BD3G45030	OS02G33180
BD1G35080	OS06G50000
BD1G22810	OS07G40310
BD1G50810	OS06G05740
BD5G21520	OS08G01620
BD3G30480	OS10G37210
BD3G17690	OS08G10410
BD2G36760	OS02G49190
BD5G23760	OS04G55150
BD1G00860	OS08G39420
BD2G52187	OS01G57930
BD1G28010	OS07G29610
BD1G65890	OS03G17590
BD1G47360	OS06G08490
BD2G17220	OS05G48070
BD5G16350	OS04G44560
BD4G17390	OS11G32160
BD4G06117	OS12G34350
BD1G02810	OS03G61710
BD3G24710	OS10G17770
BD3G23130	OS10G40070
BD4G06850	OS12G31790
BD4G34016	OS09G32030
BD1G19850	OS07G44744
BD2G03770	OS01G01040
BD2G27030	OS05G31680
BD1G70090	OS03G11450
BD1G08720	OS03G53640
BD2G46520	OS01G48690
BD1G52250	OS05G45270
BD5G09530	OS04G33830
BD4G41717	OS12G06910
BD1G77690	OS03G02310
BD1G01460	OS03G63490
BD3G15930	OS08G07280
BD3G29790	OS10G35060
BD1G67900	OS03G48160
BD4G06960	OS12G31480
BD3G36900	OS08G34270
BD3G41780	OS08G42760
BD1G18980	OS07G46555
BD3G09900	OS02G16670
BD3G36140	OS08G32850
BD2G07170	OS01G12090
BD1G63300	OS03G21560
BD1G50520	OS06G02480
BD1G50020	OS06G04190
BD4G28940	OS02G04740
BD3G00260	OS02G01070
BD3G33790	OS10G41730
BD1G11740	OS03G49200
BD3G28150	OS10G32710
BD2G24967	OS05G34880
BD4G03980	OS12G38380
BD1G01880	OS03G62780
BD3G38020	OS08G37130
BD1G60450	OS03G27950
BD2G27097	OS05G31254
BD2G18270	OS09G06560
BD2G56960	OS01G66000
BD2G40110	OS05G05280
BD3G02580	OS02G03340
BD3G29854	OS10G35190
BD2G57910	OS01G67590
BD3G19720	OS08G17650
BD3G42050	OS08G43230
BD1G20730	OS07G43330
BD5G19741	OS04G49860
BD2G08820	OS01G14790
BD4G29300	OS09G20900
BD1G17220	OS07G48810
BD3G01870	OS02G02800
BD3G42580	OS08G44000
BD1G09350	OS03G52760
BD1G35255	OS06G50170
BD1G09187	OS03G53000
BD2G21030	OS05G41800
BD2G52730	OS01G59090
BD3G45690	OS02G34750
BD3G52780	OS02G47650
BD2G25590	OS05G33760
BD5G16330	OS04G44540
BD2G51430	OS01G56630
BD1G23090	OS07G39800
BD2G10980	OS01G18060
BD1G32927	OS06G46820
BD1G13190	OS03G45720
BD2G33500	OS07G06660
BD3G01770	OS02G02770
BD2G57550	OS01G67040
BD1G67140	OS03G15900
BD4G35087	OS09G33900
BD3G54710	OS02G56219
BD1G27190	OS07G30800
BD5G14190	OS07G12830
BD1G52707	OS07G18720
BD1G15640	OS03G37810
BD1G72800	OS03G08000
BD2G57415	OS01G66690
BD2G21780	OS05G41100
BD4G20210	OS11G18880
BD2G16860	OS05G48580
BD1G59850	OS07G01060
BD3G59110	OS02G51490
BD1G20586	OS07G43420
BD3G56190	OS02G49680
BD2G43780	OS01G43250
BD2G61767	OS01G73500
BD3G44347	OS02G31150
BD3G48020	OS02G39050
BD4G19560	OS11G23790
BD5G14920	OS04G42540
BD4G39090	OS11G29690
BD1G12250	OS03G48050
BD5G08960	OS04G33280
BD4G07610	OS12G28270
BD2G40170	OS01G34390
BD5G25910	OS04G57780
BD1G08510	OS03G53910
BD2G61790	OS01G73540
BD5G17580	OS04G46370
BD3G38690	OS09G34040
BD3G53107	OS02G48116
BD1G44860	OS06G12990
BD1G07470	OS03G55820
BD1G60830	OS07G23244
BD5G25650	OS04G57480
BD2G10060	OS01G16310
BD1G50010	OS06G04040
BD4G23097	OS10G26280
BD1G24500	OS07G37830
BD5G16850	OS04G45200
BD3G45170	OS02G33560
BD1G06750	OS03G56869
BD3G10750	OS02G22060
BD2G52400	OS01G58470
BD2G30370	OS05G27100
BD4G39340	OS12G15520
BD1G42320	OS06G29400
BD3G54807	OS03G08480
BD2G56050	OS01G64680
BD3G44320	OS02G31100
BD3G39920	OS08G39600
BD5G15270	OS04G42990
BD5G23437	OS04G54640
BD3G18320	OS08G12850
BD2G20767	OS05G42120
BD1G26880	OS01G01280
BD1G37100	OS06G39140
BD2G41540	OS01G39100
BD2G07400	OS01G12480
BD2G40480	OS01G35040
BD2G18550	OS06G19840
BD4G39460	OS12G14080
BD2G35680	OS05G05840
BD2G12100	OS01G21860
BD4G31630	OS09G34120
BD3G28857	OS10G33820
BD2G50080	OS01G54940
BD2G03710	OS01G01130
BD1G12550	OS03G47610
BD4G17940	OS11G31880
BD1G08627	OS03G53740
BD2G10740	OS01G17150
BD1G74150	OS03G06880
BD2G35187	OS05G06260
BD2G39900	OS05G01300
BD1G02030	OS03G62630
BD2G47260	OS01G49930
BD1G71575	OS03G09860
BD1G70000	OS03G11520
BD2G16910	OS09G07820
BD2G04530	OS01G07800
BD4G40410	OS12G10200
BD3G47520	OS02G37940
BD1G41930	OS11G19250
BD4G10720	OS02G42540
BD2G52356	OS01G58390
BD4G37950	OS09G38750
BD5G16860	OS04G45210
BD1G68300	OS03G14000
BD3G47041	OS02G37060
BD4G39067	OS12G18760
BD3G02420	OS02G03250
BD3G28550	OS05G23430
BD1G62290	OS03G23020
BD4G33100	OS09G30140
BD4G35850	OS09G35990
BD3G01370	OS02G02360
BD3G40190	OS08G40160
BD2G36480	OS05G05140
BD3G28570	OS01G32790
BD3G34310	OS02G13200
BD1G33030	OS06G46930
BD1G23900	OS07G38620
BD1G77350	OS03G02640
BD3G25380	OS10G20600
BD2G21500	OS05G41190
BD4G02607	OS12G40880
BD2G08920	OS01G14920
BD5G20340	OS04G51000
BD2G50040	OS01G54900
BD3G12690	OS04G25400
BD5G26410	OS04G58390
BD3G48210	OS02G39350
BD2G28110	OS05G28860
BD2G34760	OS05G06760
BD3G23290	OS10G24070
BD1G02010	OS05G02810
BD1G26317	OS07G33100
BD5G23976	OS04G55500
BD2G55720	OS01G64250
BD2G27840	OS05G30030
BD3G33530	OS10G41380
BD2G03370	OS01G05830
BD2G20790	OS05G42100
BD2G52610	OS01G58790
BD2G10490	OS01G16940
BD2G58430	OS01G68450
BD3G05170	OS02G07240
BD2G25950	OS05G33230
BD2G62020	OS01G74000
BD5G03830	OS05G22970
BD2G57510	OS01G66960
BD3G14270	OS08G03590
BD2G35800	OS05G05720
BD1G38100	OS06G36030
BD2G49980	OS01G54784
BD2G31560	OS08G24390
BD3G01087	OS02G01970
BD3G53940	OS02G55080
BD3G11020	OS02G21080
BD2G22070	OS05G40300
BD2G48920	OS01G53060
BD1G11260	OS03G50220
BD1G16210	OS03G30790
BD1G36210	OS06G40740
BD2G47780	OS01G51040
BD1G51290	OS06G04820
BD2G43680	OS01G43070
BD1G10590	OS03G50940
BD3G19630	OS08G17390
BD2G03630	OS01G01170
BD2G04870	OS01G08280
BD4G41650	OS12G07020
BD2G37410	OS05G02410
BD1G27180	OS07G30790
BD3G22920	OS10G11060
BD1G65680	OS03G17920
BD3G44230	OS02G30840
BD4G04810	OS12G37380
BD2G52720	OS01G59080
BD1G33657	OS06G47900
BD2G12637	OS01G24480
BD2G07450	OS01G12550
BD4G24480	OS11G07450
BD4G35410	OS09G34320
BD1G11890	OS03G48830
BD1G53130	OS07G15500
BD1G52100	OS06G01690
BD1G07120	OS03G56370
BD4G35010	OS02G51420
BD2G40677	OS01G36630
BD2G50300	OS01G55270
BD5G15550	OS04G43420
BD3G04150	OS02G05870
BD2G08490	OS01G14040
BD1G75180	OS03G05450
BD3G24960	OS10G26660
BD1G09980	OS03G51880
BD3G31527	OS10G37840
BD3G33090	OS10G40650
BD1G48530	OS06G06730
BD4G42690	OS12G14110
BD3G40450	OS08G40890
BD1G07370	OS03G55930
BD1G19110	OS07G46440
BD4G36690	OS09G36990
BD5G07390	OS04G31040
BD4G37550	OS02G57070
BD5G23430	OS04G54630
BD1G67170	OS03G15870
BD4G40780	OS12G08770
BD1G30450	OS01G46932
BD2G47320	OS01G50060
BD2G16330	OS06G24540
BD4G30897	OS09G26190
BD4G25530	OS10G25110
BD4G09080	OS11G48030
BD1G48477	OS06G06770
BD3G19700	OS08G17610
BD2G09770	OS01G16010
BD5G25130	OS04G56790
BD3G29260	OS10G34390
BD2G38140	OS05G03540
BD1G31830	OS06G45390
BD3G40337	OS08G41040
BD3G03130	OS02G04260
BD4G30610	OS09G25590
BD1G32747	OS06G46590
BD5G10090	OS04G34930
BD1G04527	OS03G59480
BD3G43090	OS02G26440
BD3G01650	OS02G02570
BD2G37730	OS05G02690
BD3G42860	OS08G44440
BD3G50910	OS02G44330
BD3G43530	OS02G28040
BD4G14840	OS11G38030
BD1G18130	OS07G47570
BD2G26720	OS05G32310
BD1G66340	OS03G17140
BD1G70890	OS03G10750
BD1G27060	OS07G31270
BD2G36890	OS05G04620
BD2G50870	OS01G55974
BD2G43870	OS01G43360
BD2G61727	OS01G73470
BD4G30160	OS09G24660
BD2G26600	OS05G32530
BD1G56137	OS07G07480
BD3G50497	OS02G43810
BD1G34867	OS06G49680
BD4G18990	OS11G29900
BD1G71090	OS03G10410
BD1G15110	OS03G40110
BD5G13850	OS04G40870
BD1G56800	OS07G40460
BD4G06660	OS12G32290
BD5G11000	OS04G36850
BD1G03440	OS03G60920
BD4G05720	OS12G35270
BD2G41240	OS01G37842
BD1G73010	OS03G07810
BD2G43437	OS01G42800
BD3G17770	OS10G05220
BD2G58410	OS01G68390
BD2G58140	OS01G67960
BD4G20490	OS11G16560
BD1G77867	OS03G02020
